wavelength,mm_cm_2
4634.0,5.163519027387838e-08
4635.0,5.177123860943307e-08
4636.0,5.19146409090718e-08
4637.0,5.206573144388929e-08
4638.0,5.222584729826447e-08
4639.0,5.239599128548151e-08
4640.0,5.257716621882462e-08
4641.0,5.277104345376742e-08
4642.0,5.297962861687829e-08
4643.0,5.320459306363089e-08
4644.0,5.344961377606722e-08
4645.0,5.371803346513458e-08
4646.0,5.4014866197253904e-08
4647.0,5.434679739431977e-08
4648.0,5.472318664698459e-08
4649.0,5.5158073341226975e-08
4650.0,5.567318509820431e-08
4651.0,5.630562600943152e-08
4652.0,5.7127264360275324e-08
4653.0,5.829788173401617e-08
4654.0,6.029080600079027e-08
4655.0,6.5452620245595e-08
4656.0,1.351946071787521e-07
4657.0,1.293418545811426e-07
4658.0,9.376638478242275e-08
4659.0,5.403124548089563e-07
4660.0,1.876387335018746e-05
4661.0,1.5022510695324016e-07
4662.0,1.854683112837994e-05
4663.0,1.243555326610706e-07
4664.0,4.859165195637113e-07
4665.0,3.7684386135364914e-05
4666.0,1.4478551342871566e-07
4667.0,7.097678435708592e-07
4668.0,6.848646470135511e-06
4669.0,3.623699229518848e-07
4670.0,1.4980659954263948e-06
4671.0,1.905756393401633e-06
4672.0,6.802550486172386e-07
4673.0,9.276858556465678e-06
4674.0,5.536498714886421e-06
4675.0,6.129094511621934e-06
4676.0,7.602695205625115e-07
4677.0,7.106904317923112e-06
4678.0,4.025660220930432e-06
4679.0,1.5936775566517213e-06
4680.0,3.831849840206576e-06
4681.0,8.068702538786771e-07
4682.0,3.858725236222786e-05
4683.0,3.554672248457316e-07
4684.0,4.847164863336343e-07
4685.0,1.349880276422096e-06
4686.0,1.4133884417096527e-06
4687.0,0.00013289214787825897
4688.0,7.719054973700271e-06
4689.0,2.5853462425403607e-06
4690.0,2.836544284807286e-05
4691.0,4.8306184441472594e-05
4692.0,0.00013940341453248456
4693.0,1.163714675634692e-06
4694.0,7.77327374526531e-06
4695.0,7.048406876345542e-06
4696.0,4.4021163278141954e-05
4697.0,6.674290667124881e-05
4698.0,4.407899217753007e-05
4699.0,7.871081467583005e-05
4700.0,6.5088933294529885e-06
4701.0,0.00014664907478182965
4702.0,1.2500167868718169e-05
4703.0,2.301025277496743e-06
4704.0,4.670168318677355e-05
4705.0,4.724788215556068e-06
4706.0,8.992627844617638e-06
4707.0,3.277003278198805e-06
4708.0,2.5928673421717627e-06
4709.0,1.186388283990158e-06
4710.0,2.9354517590266397e-06
4711.0,5.339579612981585e-05
4712.0,3.130285009300366e-05
4713.0,1.037059357841886e-05
4714.0,1.6367450444966016e-05
4715.0,2.1257067737332938e-05
4716.0,7.391402446646936e-07
4717.0,4.959346242727385e-06
4718.0,7.416506205861082e-07
4719.0,1.0827742727570197e-06
4720.0,6.593263353762579e-07
4721.0,8.601096111361598e-07
4722.0,5.62200526091809e-05
4723.0,3.251174150709097e-05
4724.0,6.881104193433695e-05
4725.0,1.2940269192038327e-06
4726.0,1.205257887287608e-06
4727.0,1.0746815695536313e-06
4728.0,4.265065178975318e-06
4729.0,3.928554467911667e-06
4730.0,1.433966170301168e-06
4731.0,1.625232747994136e-06
4732.0,6.88474774836624e-07
4733.0,2.026100672925956e-06
4734.0,9.85153742252372e-06
4735.0,2.2534685288496527e-06
4736.0,3.492063272414581e-07
4737.0,2.879427923550065e-05
4738.0,1.3161188958544703e-06
4739.0,1.171446366055773e-06
4740.0,2.611549753656165e-05
4741.0,7.351557332155243e-07
4742.0,1.0951723876605171e-06
4743.0,3.196530854853753e-07
4744.0,4.4017820567194665e-06
4745.0,5.852585462062132e-07
4746.0,2.0144045273213894e-06
4747.0,3.893556284293544e-06
4748.0,7.875159574938699e-07
4749.0,6.744420742799019e-06
4750.0,1.8396910542393997e-07
4751.0,7.420918584311504e-07
4752.0,1.1506613893855258e-06
4753.0,1.2520458124168217e-07
4754.0,3.1862821030893627e-07
4755.0,7.321105235425433e-07
4756.0,1.1464194891934153e-07
4757.0,1.0092413173385415e-07
4758.0,3.291751318898247e-07
4759.0,1.7638817126658175e-07
4760.0,9.382020242867412e-08
4761.0,1.1752035731605267e-07
4762.0,7.611586816744908e-06
4763.0,2.255146569745192e-07
4764.0,8.701210304232923e-08
4765.0,7.654640933745998e-08
4766.0,1.1697048136522351e-07
4767.0,9.674340315207894e-08
4768.0,6.970889409477894e-08
4769.0,6.942108668221731e-08
4770.0,8.78922388347506e-08
4771.0,7.184020659477084e-07
4772.0,7.472998020870277e-08
4773.0,6.517383815259103e-08
4774.0,6.29208509741178e-08
4775.0,6.197954357136102e-08
4776.0,6.146744025423625e-08
4777.0,6.114553719001225e-08
4778.0,6.092592108077532e-08
4779.0,6.07688136662527e-08
4780.0,6.065382440966593e-08
4781.0,6.056958809379424e-08
4782.0,6.050875075455356e-08
4783.0,6.046663259661771e-08
4784.0,6.04398909090394e-08
4785.0,6.042618579415551e-08
4786.0,6.042384589649241e-08
4787.0,6.043186840276589e-08
4788.0,6.044925049969181e-08
4789.0,6.04746551028912e-08
4790.0,6.05080822123641e-08
4791.0,6.054919755701577e-08
4792.0,6.059699832356201e-08
4793.0,6.065181878309756e-08
4794.0,6.071399320671714e-08
4795.0,6.078185023894713e-08
4796.0,6.085639269307169e-08
4797.0,6.093762056909082e-08
4798.0,6.102519959590982e-08
4799.0,6.111946404462338e-08
4800.0,6.122141672851572e-08
4801.0,6.133005483430264e-08
4802.0,6.144638117526832e-08
4803.0,6.15707300225075e-08
4804.0,6.170443846039908e-08
4805.0,6.184750648894308e-08
4806.0,6.200160546361313e-08
4807.0,6.216773819769342e-08
4808.0,6.234891313103653e-08
4809.0,6.254847297458973e-08
4810.0,6.27697604393003e-08
4811.0,6.302213511582067e-08
4812.0,6.332097347450837e-08
4813.0,6.369702845607846e-08
4814.0,6.422584532793969e-08
4815.0,6.513138572356046e-08
4816.0,6.738136446218114e-08
4817.0,8.038985838465364e-08
4818.0,5.949858350628262e-07
4819.0,7.38521843139445e-08
4820.0,6.789447059259011e-08
4821.0,6.697990487741164e-08
4822.0,6.697990487741164e-08
4823.0,6.731685014089846e-08
4824.0,6.786137775421195e-08
4825.0,6.860145395794188e-08
4826.0,6.959457338038163e-08
4827.0,7.100620021342207e-08
4828.0,7.331701629128342e-08
4829.0,7.853632516438152e-08
4830.0,1.0942564848609599e-07
4831.0,2.524361824018008e-07
4832.0,1.296684374406928e-07
4833.0,3.576132452738916e-05
4834.0,1.1617658751524221e-07
4835.0,9.868184123041222e-08
4836.0,1.3003346147613685e-07
4837.0,1.610437909341432e-06
4838.0,1.2820299296140103e-07
4839.0,1.5894523700143473e-07
4840.0,7.898792541336036e-05
4841.0,2.194376084723466e-07
4842.0,4.880959671013442e-07
4843.0,5.243376391918589e-05
4844.0,1.0886240169147769e-06
4845.0,1.5225981510685538e-06
4846.0,2.912059467817507e-06
4847.0,2.1397829295323306e-06
4848.0,1.9051379918763844e-06
4849.0,9.4155810607782e-06
4850.0,4.988093556874076e-05
4851.0,1.8335605223620704e-05
4852.0,2.486960231228784e-05
4853.0,5.8096650534989335e-06
4854.0,6.772833785850982e-06
4855.0,2.0148089953460114e-05
4856.0,1.784960847899426e-06
4857.0,5.84101968218451e-06
4858.0,1.5220165193637252e-05
4859.0,1.2833001597739803e-06
4860.0,6.743785627719033e-05
4861.0,7.053822068080152e-07
4862.0,2.0479854014978617e-05
4863.0,4.185642366867716e-07
4864.0,5.161947953242613e-07
4865.0,2.224915091937904e-06
4866.0,1.5756804009115138e-06
4867.0,9.487282210597564e-05
4868.0,3.92293871352022e-06
4869.0,2.0247101051718837e-06
4870.0,0.00011864183683886836
4871.0,5.076341125882524e-06
4872.0,7.210127231975417e-06
4873.0,1.1443302948513592e-06
4874.0,4.137808173212001e-06
4875.0,0.00012605028711134647
4876.0,7.386120963350218e-06
4877.0,1.6469603691515191e-06
4878.0,2.4746289705442325e-06
4879.0,6.838919181278899e-05
4880.0,1.3828761761827924e-06
4881.0,1.5100629850162175e-06
4882.0,4.743239979985107e-06
4883.0,2.9882699347047643e-06
4884.0,2.540363381322684e-06
4885.0,0.0001982067141617309
4886.0,2.6918650695866938e-05
4887.0,4.989530922581411e-07
4888.0,8.605174218717291e-07
4889.0,4.8224288023264e-06
4890.0,5.110069079340676e-06
4891.0,6.936526340939756e-05
4892.0,7.549011267811644e-05
4893.0,4.094386358006708e-05
4894.0,8.599123911902698e-06
4895.0,1.0689153931695568e-06
4896.0,0.0001752429584960403
4897.0,1.2206343576451408e-05
4898.0,3.365942788373341e-05
4899.0,2.510512972563387e-06
4900.0,1.301888975351858e-06
4901.0,3.1792390111234234e-07
4902.0,4.6948375254683525e-06
4903.0,3.0682743785171957e-06
4904.0,1.108188904089263e-06
4905.0,1.0095421613237976e-06
4906.0,1.0518241120960646e-06
4907.0,1.8427830618656427e-06
4908.0,9.350899603948146e-07
4909.0,2.3344189598601665e-06
4910.0,1.7472985236563131e-06
4911.0,4.742972563109325e-05
4912.0,7.266351630108828e-06
4913.0,3.3582879803040477e-07
4914.0,2.3149108987717842e-06
4915.0,8.397357879124292e-07
4916.0,3.266483766847684e-07
4917.0,1.587670705079442e-07
4918.0,2.2592581042103583e-06
4919.0,2.1349092569711824e-07
4920.0,4.143724771588703e-05
4921.0,4.960282201792625e-07
4922.0,1.5715655237354002e-07
4923.0,3.3630680569586724e-07
4924.0,1.8913994498830238e-05
4925.0,2.202559041122431e-06
4926.0,2.0888266438518466e-07
4927.0,5.180433144781125e-07
4928.0,2.7649066464959203e-05
4929.0,3.268248718227853e-07
4930.0,3.174850031649632e-07
4931.0,1.6087866101334708e-07
4932.0,1.0356754755097082e-07
4933.0,1.044961526521279e-07
4934.0,2.785424206290385e-07
4935.0,1.589586078452239e-07
4936.0,9.829341821833717e-08
4937.0,1.0883532573280462e-07
4938.0,6.21396594257362e-07
4939.0,9.60367540578219e-08
4940.0,9.06640147522432e-08
4941.0,1.124882402560028e-07
4942.0,2.693870696155068e-07
4943.0,1.0965228428832223e-07
4944.0,8.73082672322591e-08
4945.0,8.415174528473346e-08
4946.0,8.318904453191402e-08
4947.0,8.285845041922708e-08
4948.0,8.279493891122858e-08
4949.0,8.287449543177407e-08
4950.0,8.304397087680165e-08
4951.0,8.327729210092248e-08
4952.0,8.356108826034737e-08
4953.0,8.388733684880284e-08
4954.0,8.425202661315215e-08
4955.0,8.465281765573218e-08
4956.0,8.509104706092185e-08
4957.0,8.556470920215279e-08
4958.0,8.607881814584595e-08
4959.0,8.663571378966441e-08
4960.0,8.724375291097641e-08
4961.0,8.791730916685527e-08
4962.0,8.868379278706881e-08
4963.0,8.960002985772091e-08
4964.0,9.080841986516612e-08
4965.0,9.276123160057276e-08
4966.0,9.763557270391057e-08
4967.0,1.3516953684664744e-07
4968.0,2.3732211485363054e-07
4969.0,1.0350203041640395e-07
4970.0,9.789496707342022e-08
4971.0,9.733539726084394e-08
4972.0,9.788226477182053e-08
4973.0,9.888307242943907e-08
4974.0,1.0018204990355584e-07
4975.0,1.0174610435579268e-07
4976.0,1.0361735394408543e-07
4977.0,1.0591011938283142e-07
4978.0,1.0886206742038293e-07
4979.0,1.1302808807399006e-07
4980.0,1.2003340740622503e-07
4981.0,1.372794559965767e-07
4982.0,2.788566354580837e-07
4983.0,4.586600544995113e-07
4984.0,2.804952323644451e-07
4985.0,5.363513423364179e-07
4986.0,6.56441575828747e-07
4987.0,2.3947816341463237e-06
4988.0,3.784216209207699e-07
4989.0,2.0298110820774474e-05
4990.0,2.6721731593962105e-05
4991.0,1.5237948415876835e-06
4992.0,7.414266589526397e-06
4993.0,4.83823982510708e-06
4994.0,9.080574569640829e-06
4995.0,6.246457092981276e-07
4996.0,2.5534434092594285e-05
4997.0,1.880532296593385e-05
4998.0,2.694576008164946e-06
4999.0,6.703271971037883e-06
5000.0,8.719227516238814e-07
5001.0,4.2690095778931205e-06
5002.0,3.5653020692696976e-06
5003.0,2.5063312411683275e-05
5004.0,0.0001509571606506966
5005.0,6.531891180673514e-05
5006.0,6.098508706454234e-06
5007.0,4.060725258767501e-05
5008.0,2.3672209823859206e-06
5009.0,1.015040920832089e-05
5010.0,4.218835486574303e-05
5011.0,6.040378963080867e-06
5012.0,4.4926369402668e-06
5013.0,1.4980091693402908e-05
5014.0,1.2836712006891294e-05
5015.0,1.6553773153521164e-05
5016.0,1.108513147079239e-05
5017.0,9.00696807458151e-05
5018.0,5.4665692018691204e-05
5019.0,0.00010330949026584006
5020.0,0.0003853744596911324
5021.0,6.368265479900512e-05
5022.0,1.712724864328496e-05
5023.0,4.417225381295945e-06
5024.0,4.5030327713128706e-06
5025.0,2.183625926298698e-05
5026.0,0.0007879505099091337
5027.0,1.3978414930938084e-05
5028.0,0.00017178325266559548
5029.0,3.381653529825603e-05
5030.0,0.00054462455193096
5031.0,0.00011940397493485039
5032.0,1.3222393995989576e-05
5033.0,1.4809613435091135e-05
5034.0,0.000317376699330271
5035.0,0.00011470546042713664
5036.0,0.0013868506595244325
5037.0,0.0009054033444719349
5038.0,0.00018218844330231877
5039.0,0.0002803357850522594
5040.0,0.00015278562353886405
5041.0,0.0005268981557774827
5042.0,0.00030296493535212634
5043.0,0.00010825101985921839
5044.0,0.00010293978643506983
5045.0,6.871243196145856e-05
5046.0,0.00020764519278987703
5047.0,0.00023664688724227802
5048.0,1.0969239681968969e-05
5049.0,0.00027352233732839883
5050.0,0.00010255804884488934
5051.0,6.235158729979437e-05
5052.0,6.972928463155741e-05
5053.0,7.351323342388932e-06
5054.0,6.409113407676391e-05
5055.0,3.774221503493182e-05
5056.0,9.825765121184097e-06
5057.0,3.3162233057433546e-05
5058.0,0.00016058817943202761
5059.0,0.0051948402289639425
5060.0,5.570895210534032e-05
5061.0,0.00011997958975997368
5062.0,3.0506582918249788e-05
5063.0,0.0001278035390031999
5064.0,4.100536946149721e-05
5065.0,9.009140836646125e-06
5066.0,0.00012618900961416157
5067.0,4.4168242559822706e-05
5068.0,6.299271925948453e-05
5069.0,3.444964475167269e-05
5070.0,0.00011077911214865357
5071.0,0.0001346393828904073
5072.0,8.489249003065284e-05
5073.0,1.9625557378179794e-05
5074.0,0.00011172877632877856
5075.0,3.3188373057259083e-05
5076.0,1.5638037489238566e-05
5077.0,2.638796190587523e-05
5078.0,0.0002834411635222915
5079.0,0.00010708942780503523
5080.0,0.00022453524266696334
5081.0,0.0011883437698943225
5082.0,0.00010019542074734499
5083.0,5.009152635842001e-05
5084.0,8.234434147553392e-06
5085.0,4.172505512882816e-05
5086.0,0.0001865540238131336
5087.0,5.7181416277621416e-05
5088.0,0.0007960833256517732
5089.0,1.2245754138519953e-05
5090.0,9.148632164527647e-06
5091.0,1.4134920657490186e-05
5092.0,2.5750740917993397e-05
5093.0,6.304586836354642e-05
5094.0,0.0004952393403957023
5095.0,4.139947508363713e-05
5096.0,4.401146941703176e-05
5097.0,1.764757502934007e-05
5098.0,1.9987138421348118e-05
5099.0,1.2292652373110428e-05
5100.0,0.00022868388122364454
5101.0,1.1883237136286388e-05
5102.0,1.2635948787397076e-05
5103.0,2.577176656985185e-05
5104.0,9.412706329363531e-05
5105.0,1.0371195266412068e-05
5106.0,5.7682488648568555e-06
5107.0,1.7390186286398767e-06
5108.0,4.030239734928219e-06
5109.0,9.817508625080312e-05
5110.0,4.524426121375525e-06
5111.0,1.6913615986643677e-05
5112.0,1.2807563567430929e-05
5113.0,8.113829136575182e-06
5114.0,6.9213838603485335e-06
5115.0,1.016043734116276e-06
5116.0,0.0003408963478213936
5117.0,1.9166736873554813e-06
5118.0,0.0002824029175020633
5119.0,1.56811250332685e-06
5120.0,3.729562885219512e-06
5121.0,4.822194812560089e-06
5122.0,6.530286679515642e-06
5123.0,1.3593802609342933e-06
5124.0,1.2590220501638153e-05
5125.0,8.478218056939229e-07
5126.0,6.252273409995268e-05
5127.0,4.8442901319216746e-05
5128.0,6.379396707354986e-06
5129.0,7.062479689433632e-07
5130.0,9.737082999688522e-07
5131.0,9.907694966438187e-07
5132.0,1.3556932507594329e-06
5133.0,1.0604148792305991e-06
5134.0,2.6068365312204862e-05
5135.0,3.500286341344914e-05
5136.0,4.351908809376549e-07
5137.0,2.3176151519281413e-07
5138.0,2.6041255926422346e-06
5139.0,6.440635171909333e-07
5140.0,3.8112253136617994e-05
5141.0,2.675863512282018e-07
5142.0,2.2514796158360154e-05
5143.0,2.858472468621506e-07
5144.0,2.482277093191631e-07
5145.0,2.497245752813594e-07
5146.0,2.3095592185480413e-07
5147.0,5.051905908884386e-07
5148.0,1.4199200989006566e-07
5149.0,1.2270022219997274e-07
5150.0,1.158947969823857e-07
5151.0,1.1277604766856442e-07
5152.0,1.2717276944744635e-07
5153.0,1.0913784107353434e-07
5154.0,1.0795318431381489e-07
5155.0,1.0799998226707693e-07
5156.0,1.0699616616960831e-07
5157.0,1.0805680835317823e-07
5158.0,1.2414928739562282e-07
5159.0,2.431661764027771e-07
5160.0,1.0882864031091004e-07
5161.0,1.4549951648705672e-07
5162.0,1.0301934295561532e-07
5163.0,1.0119054579635313e-07
5164.0,1.0047487138253841e-07
5165.0,9.991028750354118e-08
5166.0,9.942292024742594e-08
5167.0,9.898803355318434e-08
5168.0,9.859325939030905e-08
5169.0,9.823090952362285e-08
5170.0,9.793240543602988e-08
5171.0,9.762755019763706e-08
5172.0,9.734341976711744e-08
5173.0,9.7080014144471e-08
5174.0,9.683766760079252e-08
5175.0,9.661571159389247e-08
5176.0,9.641448039486548e-08
5177.0,9.623497681699633e-08
5178.0,9.607954075794722e-08
5179.0,9.595285201304493e-08
5180.0,9.586293308856284e-08
5181.0,9.582449191266902e-08
5182.0,9.58706213237416e-08
5183.0,9.607686658918938e-08
5184.0,9.667922310189099e-08
5185.0,9.84150928968185e-08
5186.0,1.0650077640723613e-07
5187.0,4.80558153912776e-07
5188.0,1.2203067719723062e-07
5189.0,9.997379901153969e-08
5190.0,9.678618985220426e-08
5191.0,9.574125841008149e-08
5192.0,9.526859908213473e-08
5193.0,9.501756148999328e-08
5194.0,9.48805103411544e-08
5195.0,9.481499320658753e-08
5196.0,9.477320931974638e-08
5197.0,9.47615098314309e-08
5198.0,9.47742121330306e-08
5199.0,9.480797351359822e-08
5200.0,9.486112261766012e-08
5201.0,9.494101340930035e-08
5202.0,9.508541852222328e-08
5203.0,9.519606225457855e-08
5204.0,9.534447862063822e-08
5205.0,9.549924613749773e-08
5206.0,9.567574127551479e-08
5207.0,9.587764101673074e-08
5208.0,9.610862234318863e-08
5209.0,9.637269650802452e-08
5210.0,9.667420903547003e-08
5211.0,9.7024525142746e-08
5212.0,9.742331055875766e-08
5213.0,9.788794738043093e-08
5214.0,9.843949468673374e-08
5215.0,9.913644991924363e-08
5216.0,9.997346474044582e-08
5217.0,1.0108926165464906e-07
5218.0,1.0274156367589555e-07
5219.0,1.0571925058774118e-07
5220.0,1.1377016990428839e-07
5221.0,1.8024331980209091e-07
5222.0,3.029241542785694e-07
5223.0,1.2695950448900927e-07
5224.0,1.455326093254349e-07
5225.0,2.711179253440134e-07
5226.0,1.3342999006968137e-07
5227.0,1.8229307015482862e-07
5228.0,6.98202063693237e-07
5229.0,1.5150971077028357e-07
5230.0,1.471227369230606e-07
5231.0,1.675336642383061e-07
5232.0,2.483416957624657e-07
5233.0,8.895388383160981e-06
5234.0,6.224595763386001e-05
5235.0,1.3145244227326133e-05
5236.0,2.384746815874737e-06
5237.0,5.0970993608668977e-05
5238.0,6.118397836590608e-06
5239.0,3.188662113283833e-05
5240.0,2.371369286671507e-05
5241.0,4.4116430540139716e-05
5242.0,4.01121970963814e-05
5243.0,8.555300971383729e-06
5244.0,7.587719860581259e-05
5245.0,0.00012191301377188603
5246.0,2.640307095935698e-05
5247.0,4.3793858933821545e-06
5248.0,0.00010467532195890261
5249.0,1.4256963034175733e-06
5250.0,1.4169718278451472e-05
5251.0,8.248072408218334e-05
5252.0,4.795954531623866e-06
5253.0,0.00011821864963294147
5254.0,3.6537836280444556e-06
5255.0,3.7397247264992726e-06
5256.0,1.713851357917733e-05
5257.0,3.088845421685182e-07
5258.0,2.2905191369894116e-07
5259.0,2.8342745840740764e-07
5260.0,1.9692511878454007e-06
5261.0,2.3506344506654692e-07
5262.0,2.6428174718571125e-07
5263.0,2.44339133674181e-06
5264.0,4.6855113619254143e-07
5265.0,4.486887477437462e-06
5266.0,6.375886860860331e-07
5267.0,1.4146185593382356e-06
5268.0,2.7872192420857002e-05
5269.0,1.700166299299529e-06
5270.0,1.1353016325827298e-06
5271.0,5.894503057341145e-06
5272.0,5.29993506114673e-05
5273.0,3.1004279151191747e-06
5274.0,1.1302173692319022e-06
5275.0,8.47604529482349e-07
5276.0,2.5898187897878347e-06
5277.0,5.452930941209085e-07
5278.0,2.2747749684292014e-06
5279.0,2.6307502853373968e-06
5280.0,5.740404082671092e-07
5281.0,1.916509894519064e-06
5282.0,7.605770499696623e-06
5283.0,3.0317552614180556e-07
5284.0,2.2489658972036537e-06
5285.0,1.0305878694479332e-05
5286.0,1.586724717881359e-05
5287.0,1.1308157144928278e-06
5288.0,1.8729811125537535e-06
5289.0,6.4378941489325555e-06
5290.0,1.2597841882597975e-06
5291.0,6.846841406223974e-07
5292.0,8.997374494162789e-05
5293.0,1.7479102397596672e-06
5294.0,3.992734518099629e-07
5295.0,4.5467220033939474e-07
5296.0,9.699778345516768e-06
5297.0,8.870752603480009e-07
5298.0,4.354850395035594e-06
5299.0,2.326436566118039e-05
5300.0,2.555124792865915e-06
5301.0,4.127078071071201e-05
5302.0,1.2027575394990354e-06
5303.0,1.1456172385660657e-06
5304.0,2.9494978304271514e-06
5305.0,1.904429337155559e-06
5306.0,5.556822397445942e-06
5307.0,2.857503082417242e-05
5308.0,1.7616019838143285e-06
5309.0,8.824389202640549e-07
5310.0,9.190716895354023e-05
5311.0,4.923746371138749e-07
5312.0,2.861196778043547e-06
5313.0,6.283126632073043e-07
5314.0,1.140252187495666e-05
5315.0,2.0148992485415884e-06
5316.0,2.9614480220637117e-07
5317.0,1.4830037398865186e-06
5318.0,4.6939349935060884e-07
5319.0,6.219447988527175e-06
5320.0,9.29266957924636e-06
5321.0,4.1963056147895703e-07
5322.0,2.129042799258689e-07
5323.0,1.201677843863061e-06
5324.0,3.9851131371398084e-07
5325.0,0.00010203892583477525
5326.0,6.373413254759337e-07
5327.0,1.1186549320920929e-05
5328.0,1.2285264982747237e-05
5329.0,3.0215265659193493e-07
5330.0,3.0461556601789796e-07
5331.0,1.106500835060882e-05
5332.0,1.9554591624768835e-07
5333.0,1.4088958381964952e-07
5334.0,1.3118067987324667e-07
5335.0,1.3019825712583822e-07
5336.0,1.3897053346481053e-07
5337.0,2.3145231443053449e-07
5338.0,5.157669283256094e-07
5339.0,1.5054834710184305e-07
5340.0,1.4203345950581206e-07
5341.0,2.1770274149070322e-07
5342.0,4.1281811656838066e-07
5343.0,1.450973883600978e-07
5344.0,1.3424895425176386e-07
5345.0,1.3816861710855575e-07
5346.0,1.693694810905576e-07
5347.0,3.131030433796847e-05
5348.0,1.7221312529203306e-06
5349.0,2.123310049984087e-07
5350.0,4.414885483632842e-06
5351.0,1.7369528332744515e-06
5352.0,1.747331950765786e-06
5353.0,3.0406635860925826e-06
5354.0,5.593124238333508e-07
5355.0,4.2780014703413295e-07
5356.0,3.3170088428159675e-07
5357.0,1.9581099322582773e-07
5358.0,1.0826873622660972e-06
5359.0,3.3521373921610347e-07
5360.0,1.4930920415368276e-06
5361.0,7.65674684164279e-07
5362.0,3.2640101607466896e-07
5363.0,3.032858356030661e-07
5364.0,1.0806282523288598e-06
5365.0,9.2256482247532e-07
5366.0,2.588953027652487e-05
5367.0,3.139778308390669e-07
5368.0,1.070616833067414e-05
5369.0,3.5806785396272306e-07
5370.0,1.610808950256581e-06
5371.0,2.579620178687654e-06
5372.0,4.974589004647026e-07
5373.0,2.505418681079718e-07
5374.0,2.3690327317193517e-07
5375.0,3.395158082052653e-07
5376.0,2.376690882499592e-06
5377.0,8.652440151511966e-07
5378.0,8.30282601354445e-05
5379.0,5.079249284406666e-06
5380.0,8.20244440378783e-07
5381.0,4.58887358843927e-06
5382.0,2.1605077374055267e-06
5383.0,1.4691816301308646e-06
5384.0,8.250713149866694e-06
5385.0,4.5920825909486676e-05
5386.0,1.009675869761689e-06
5387.0,1.1862779745288974e-05
5388.0,3.653883909357391e-06
5389.0,2.1265090243598742e-06
5390.0,2.28033389673302e-05
5391.0,1.2729043287279094e-05
5392.0,3.178155972776502e-05
5393.0,1.8602487265652314e-06
5394.0,3.9490452860185525e-06
5395.0,8.614567236479175e-06
5396.0,1.9850154126728187e-06
5397.0,3.6557224003938834e-05
5398.0,2.867748491473696e-05
5399.0,0.00013982827309196098
5400.0,0.0001945544681807222
5401.0,4.272151726183573e-05
5402.0,3.530705010965249e-05
5403.0,0.00011454099904873337
5404.0,6.154733104587646e-05
5405.0,1.715860327197054e-05
5406.0,5.408238895838916e-05
5407.0,6.903032377247913e-05
5408.0,1.7107894346942472e-05
5409.0,0.0001403564214224455
5410.0,2.7562924803847554e-05
5411.0,0.0023207272158200683
5412.0,1.0584761068811712e-05
5413.0,1.856692082117315e-05
5414.0,2.376814562804642e-05
5415.0,2.2449245596683803e-05
5416.0,0.00018394537217621422
5417.0,0.00010141684732748464
5418.0,3.6416830145101415e-05
5419.0,3.143281469451913e-05
5420.0,9.858256271527773e-05
5421.0,0.00015688011017819917
5422.0,0.00011207675253839143
5423.0,1.809920870542838e-05
5424.0,3.509679359106797e-05
5425.0,5.802511652071733e-05
5426.0,3.124361725501769e-05
5427.0,1.537489928338729e-05
5428.0,0.00011620934608368336
5429.0,9.012249558140555e-06
5430.0,5.952432238057675e-05
5431.0,0.00016343215790598167
5432.0,1.6467932336041544e-05
5433.0,0.00010503967745215719
5434.0,4.530242438423809e-06
5435.0,3.582617311976658e-05
5436.0,8.778393500005843e-05
5437.0,0.00029071757671235166
5438.0,6.92592994723811e-05
5439.0,5.478669815692872e-05
5440.0,1.187417838961923e-05
5441.0,9.439481444051322e-05
5442.0,4.881026525232388e-06
5443.0,3.92778564439379e-05
5444.0,5.3083252656244274e-05
5445.0,0.0004531546095693252
5446.0,8.397525014671657e-05
5447.0,1.956217957861918e-05
5448.0,2.8107586125382293e-05
5449.0,2.198862002817785e-05
5450.0,3.36246636898816e-05
5451.0,0.0003513222632710925
5452.0,1.1965400971370766e-05
5453.0,1.4153272140590807e-05
5454.0,3.117856809998343e-05
5455.0,8.40624949024408e-06
5456.0,4.9122140183706e-05
5457.0,2.442926699920137e-05
5458.0,0.00029515335413663466
5459.0,0.0016481002335611227
5460.0,0.0003454357492929153
5461.0,0.00047508947880544006
5462.0,3.7135512997819947e-05
5463.0,2.3436582129184755e-05
5464.0,0.0006919578796436997
5465.0,5.444273319850699e-05
5466.0,1.6095387200966108e-05
5467.0,7.940309011301374e-05
5468.0,8.835119304730391e-05
5469.0,0.00014578832671593414
5470.0,9.386265485770469e-06
5471.0,1.1547628957178502e-05
5472.0,4.057516256258103e-05
5473.0,3.112017093973428e-06
5474.0,1.1239431007838395e-05
5475.0,0.0004499054945285596
5476.0,3.889411322718905e-06
5477.0,2.1677146222078834e-06
5478.0,1.5936006743099336e-05
5479.0,3.0368595810691607e-05
5480.0,1.7509454212998062e-05
5481.0,1.1200989831944563e-05
5482.0,7.43726444084375e-05
5483.0,1.3153099598052263e-05
5484.0,1.239366909793752e-05
5485.0,9.703522181777732e-06
5486.0,1.8394470363402477e-05
5487.0,2.3741771638672304e-06
5488.0,4.475622541545096e-05
5489.0,0.00013917811581424768
5490.0,4.988093556874076e-06
5491.0,2.483076001108033e-06
5492.0,0.00013361216781630517
5493.0,3.5021248323659225e-05
5494.0,2.2246543604840155e-06
5495.0,3.752594163646338e-06
