wavelength,mm_cm_2
7424.0,6.754816573944335e-05
7425.0,0.00018701732353932995
7426.0,0.00011538737346058712
7427.0,0.00041271114981806736
7428.0,0.0008743729587482449
7429.0,6.484792383523029e-05
7430.0,0.00011795056421496885
7431.0,1.892923726074988e-05
7432.0,3.8902470004557275e-05
7433.0,2.0319002764195034e-05
7434.0,3.0793721788600346e-05
7435.0,0.0002355304217918007
7436.0,1.4456990857261546e-05
7437.0,5.399480993157017e-05
7438.0,0.00012686991983562192
7439.0,0.00014450238581148022
7440.0,0.00040086458222087277
7441.0,2.4484488584050592e-05
7442.0,7.520497943431263e-05
7443.0,0.0004557218115768437
7444.0,7.404037894155075e-05
7445.0,0.0001824117363918448
7446.0,4.996483761351773e-05
7447.0,1.925755832999267e-05
7448.0,3.115028876536936e-05
7449.0,1.5123694555698473e-05
7450.0,9.932731871433386e-05
7451.0,2.2255635778616785e-05
7452.0,1.380379171105167e-05
7453.0,2.4868699780332073e-05
7454.0,4.0382956683279993e-05
7455.0,1.2426795363427323e-05
7456.0,0.00017958012595014865
7457.0,5.5096567459796846e-05
7458.0,7.758231546002505e-05
7459.0,8.107578267103749e-06
7460.0,3.6749095612313256e-05
7461.0,5.014902098671339e-05
7462.0,1.1838177392716922e-05
7463.0,1.8041881212682362e-05
7464.0,7.969056325430976e-06
7465.0,2.618739925015821e-05
7466.0,4.8580286739150345e-06
7467.0,5.104386470730284e-06
7468.0,9.736681874374846e-05
7469.0,0.00019775444537056263
7470.0,0.00013571774144200294
7471.0,0.0002616042357169322
7472.0,1.2855732032181372e-05
7473.0,8.7556296384548e-05
7474.0,4.395999166741995e-05
7475.0,2.2435841326320095e-05
7476.0,5.3834359806100265e-05
7477.0,6.155267938339213e-06
7478.0,8.750348155158082e-06
7479.0,0.00012275136567746627
7480.0,1.2053481404831849e-05
7481.0,6.853827672103809e-05
7482.0,2.1789661872564606e-05
7483.0,4.029236921644032e-05
7484.0,4.234445946697851e-06
7485.0,4.250591240575146e-06
7486.0,9.844985709067032e-06
7487.0,6.269020391875481e-06
7488.0,3.911606923408908e-06
7489.0,3.0258787755727204e-05
7490.0,4.988227265311967e-06
7491.0,4.802439390861607e-05
7492.0,3.708637514689479e-05
7493.0,4.2636278132679836e-06
7494.0,5.143863887017775e-06
7495.0,2.1167182239857508e-05
7496.0,3.6754443949828926e-05
7497.0,9.048417690327904e-05
7498.0,4.684274558874918e-06
7499.0,8.189574966640766e-05
7500.0,5.025264502607937e-06
7501.0,6.484391258209354e-05
7502.0,5.452763805656814e-05
7503.0,5.027938671365769e-05
7504.0,8.106575453819563e-06
7505.0,3.208380765206751e-05
7506.0,0.00014635357913408924
7507.0,1.0092179183619105e-05
7508.0,3.362065243674485e-05
7509.0,4.6018767340242264e-06
7510.0,1.1852918747994471e-05
7511.0,7.604867967740855e-06
7512.0,4.486486352123788e-06
7513.0,4.232340038801353e-06
7514.0,4.186544898823484e-06
7515.0,3.5717535013983495e-06
7516.0,7.06906483004645e-06
7517.0,6.280251900658374e-06
7518.0,8.942487180408293e-06
7519.0,1.3563517648160488e-05
7520.0,4.384065688698831e-06
7521.0,3.5419699468576155e-06
7522.0,1.1334631415617205e-05
7523.0,4.260184820992276e-06
7524.0,8.379975782198385e-06
7525.0,3.4461344239980474e-06
7526.0,3.331643231342859e-06
7527.0,1.2597507611503244e-05
7528.0,3.3953252176000176e-06
7529.0,3.4431928383652054e-06
7530.0,2.1669591695337958e-05
7531.0,9.309115717107023e-05
7532.0,3.4864809451326066e-06
7533.0,4.677121157447717e-06
7534.0,3.1509028504232485e-06
7535.0,3.4068241432559384e-06
7536.0,3.3687840926775905e-06
7537.0,2.2870560884480194e-05
7538.0,5.869934131878565e-06
7539.0,2.27568418580534e-05
7540.0,3.983976615417729e-06
7541.0,0.00012014505395186452
7542.0,3.133641091091445e-05
7543.0,4.01917536169269e-06
7544.0,3.158363781257599e-06
7545.0,3.1217310119864436e-06
7546.0,3.1693813565410163e-06
7547.0,3.0951531172443517e-06
7548.0,3.134516881359635e-06
7549.0,3.486213528256824e-06
7550.0,2.9860670881905004e-05
7551.0,4.1301867922521806e-06
7552.0,3.2107708034892067e-06
7553.0,3.470837057899291e-06
7554.0,4.3563546149458e-06
7555.0,3.1655439243720682e-06
7556.0,3.2599186825504424e-06
7557.0,3.376706317623614e-06
7558.0,8.51181230195949e-06
7559.0,3.6474659043540778e-06
7560.0,3.244789572799774e-06
7561.0,5.016707162582876e-06
7562.0,3.982873520805124e-06
7563.0,3.112411533865208e-06
7564.0,3.0344528291525187e-06
7565.0,3.1243015567072996e-06
7566.0,3.020099228345125e-06
7567.0,3.018538182332472e-06
7568.0,3.195390990420727e-06
7569.0,3.0408674914603674e-06
7570.0,2.9788836023647747e-06
7571.0,2.996579914119727e-06
7572.0,3.033249453211494e-06
7573.0,3.2002212077395612e-06
7574.0,1.7379790455352697e-05
7575.0,1.4093103343778656e-05
7576.0,3.7660318616662336e-06
7577.0,3.3322282057589777e-06
7578.0,7.168945033104808e-05
7579.0,3.329012517827685e-06
7580.0,3.1230547255213786e-06
7581.0,3.2632647362054438e-06
7582.0,3.970304927643315e-06
7583.0,1.1112441418950859e-05
7584.0,1.5156620258529276e-05
7585.0,4.912280872584657e-06
7586.0,3.2466648336415186e-06
7587.0,3.0783225676247483e-06
7588.0,3.0449656550817443e-06
7589.0,2.977740395220802e-06
7590.0,2.9606992548115193e-06
7591.0,2.9505173572660748e-06
7592.0,3.0075573768706255e-06
7593.0,3.0002736097164816e-06
7594.0,3.0470381358690636e-06
7595.0,2.9576774441150474e-06
7596.0,2.939974446938369e-06
7597.0,2.939282505772234e-06
7598.0,2.9386540761141434e-06
7599.0,2.9303440966991812e-06
7600.0,2.9277066977617697e-06
7601.0,2.930324040433498e-06
7602.0,3.2084576475136823e-06
7603.0,2.9801471471028502e-06
7604.0,2.928706168335009e-06
7605.0,2.9672777099554382e-06
7606.0,2.9269947003299968e-06
7607.0,3.269783022552659e-06
7608.0,2.9278537770434506e-06
7609.0,3.1505986637270455e-06
7610.0,2.926784109540318e-06
7611.0,2.9270348128613645e-06
7612.0,2.9800334949306427e-06
7613.0,2.9881362262668723e-06
7614.0,2.932149160610718e-06
7615.0,2.9284855494124885e-06
7616.0,2.9285022629672247e-06
7617.0,2.9288933601480576e-06
7618.0,2.9294047949229933e-06
7619.0,2.9299864266278217e-06
7620.0,2.9306181989968588e-06
7621.0,2.931300112030106e-06
7622.0,2.9320455365713517e-06
7623.0,2.9329580966599616e-06
7624.0,2.9389850044979253e-06
7625.0,2.9350640045567547e-06
7626.0,2.9352511963698032e-06
7627.0,2.936050104286205e-06
7628.0,2.9369760352186044e-06
7629.0,2.938179411159628e-06
7630.0,2.9487958611282206e-06
7631.0,2.940907063292617e-06
7632.0,2.9408602653393547e-06
7633.0,2.9417527691622814e-06
7634.0,2.94280238039973e-06
7635.0,2.944279858638432e-06
7636.0,2.947679395671813e-06
7637.0,2.9461083215265996e-06
7638.0,2.9471412192093123e-06
7639.0,2.948284426353285e-06
7640.0,2.949464403317678e-06
7641.0,2.950674464680597e-06
7642.0,2.951911267731094e-06
7643.0,2.9531748124691703e-06
7644.0,2.9544617561838765e-06
7645.0,2.9557787842971085e-06
7646.0,2.9571258968088673e-06
7647.0,2.9585231499848322e-06
7648.0,2.9601677637709e-06
7649.0,2.9679997355203995e-06
7650.0,2.9628319043958896e-06
7651.0,2.9641689887748057e-06
7652.0,2.9656197253259293e-06
7653.0,2.967107231697473e-06
7654.0,2.968624822467543e-06
7655.0,2.970165812214243e-06
7656.0,2.9717335436485232e-06
7657.0,2.9733246740594307e-06
7658.0,2.97494254615792e-06
7659.0,2.976587159943987e-06
7660.0,2.978265200839526e-06
7661.0,2.980003410532117e-06
7662.0,2.9820424642099637e-06
7663.0,3.047786903121257e-06
7664.0,2.9854119168448318e-06
7665.0,2.986939535747743e-06
7666.0,2.9886877735731773e-06
7667.0,2.9904894947737627e-06
7668.0,2.9923213003728795e-06
7669.0,2.994179847659572e-06
7670.0,2.996065136633844e-06
7671.0,2.997973824584746e-06
7672.0,2.9999059115122794e-06
7673.0,3.001861397416444e-06
7674.0,3.0038402822972397e-06
7675.0,3.0058425661546662e-06
7676.0,3.0078682489887255e-06
7677.0,3.0099206735103574e-06
7678.0,3.0119931542976792e-06
7679.0,3.0140890340616296e-06
7680.0,3.0162116555131584e-06
7681.0,3.0183576759413184e-06
7682.0,3.02052709534611e-06
7683.0,3.022719913727532e-06
7684.0,3.0249361310855846e-06
7685.0,3.027179090131216e-06
7686.0,3.0294454481534805e-06
7687.0,3.031738547863317e-06
7688.0,3.034055046549791e-06
7689.0,3.0363982869238412e-06
7690.0,3.038764926274522e-06
7691.0,3.0411583073127816e-06
7692.0,3.0435784300386195e-06
7693.0,3.0460252944520354e-06
7694.0,3.04849890055303e-06
7695.0,3.0509992483416024e-06
7696.0,3.0535263378177555e-06
7697.0,3.0560801689814803e-06
7698.0,3.0586640845437378e-06
7699.0,3.0612747417935708e-06
7700.0,3.0639188261528766e-06
7701.0,3.0665896521997614e-06
7702.0,3.0692905626451713e-06
7703.0,3.0720249002000545e-06
7704.0,3.074789322153463e-06
7705.0,3.0775905139272916e-06
7706.0,3.0804217900996486e-06
7707.0,3.0832931788033652e-06
7708.0,3.0862013373275102e-06
7709.0,3.089146265672072e-06
7710.0,3.092137991969896e-06
7711.0,3.095169830799088e-06
7712.0,3.0982551530034363e-06
7713.0,3.1013906158719938e-06
7714.0,3.1045895902485504e-06
7715.0,3.1078554188440524e-06
7716.0,3.1111981297913455e-06
7717.0,3.1146411220670474e-06
7718.0,3.1181944238040196e-06
7719.0,3.1219014902445636e-06
7720.0,3.1258057766309976e-06
7721.0,3.1299875080260574e-06
7722.0,3.1345803928676333e-06
7723.0,3.1398217636329838e-06
7724.0,3.1461795998547285e-06
7725.0,3.1546734283717918e-06
7726.0,3.1679205918559167e-06
7727.0,3.1945118574415542e-06
7728.0,3.2790055620562315e-06
7729.0,4.335663234182077e-06
7730.0,5.9965225954524266e-06
7731.0,3.462814551625796e-06
7732.0,3.238642327367708e-06
7733.0,3.203209591326438e-06
7734.0,3.193412105539932e-06
7735.0,3.191316225775981e-06
7736.0,3.1925396579826917e-06
7737.0,3.1956650927184014e-06
7738.0,3.2002680056928225e-06
7739.0,3.206472077210993e-06
7740.0,3.21500936097037e-06
7741.0,3.2279088825159615e-06
7742.0,3.2511039537792046e-06
7743.0,3.3079133263283925e-06
7744.0,3.577937516650453e-06
7745.0,3.975352421173722e-05
7746.0,4.1185541581556124e-06
7747.0,3.3753358061353798e-06
7748.0,3.2955352676905785e-06
7749.0,3.276221083837139e-06
7750.0,3.2736304828529894e-06
7751.0,3.2797008459332674e-06
7752.0,3.295007119360907e-06
7753.0,3.3306103336604896e-06
7754.0,3.4613103316995155e-06
7755.0,9.364504437503614e-06
7756.0,3.790868203992805e-06
7757.0,4.230267558016091e-06
7758.0,5.638518252997702e-05
7759.0,3.861666821856401e-06
7760.0,3.44717066439248e-06
7761.0,3.3674135811901485e-06
7762.0,3.341510914059601e-06
7763.0,3.3321479806962427e-06
7764.0,3.3296977735718793e-06
7765.0,3.3307774692078537e-06
7766.0,3.3339764435844103e-06
7767.0,3.338662924332515e-06
7768.0,3.3445828654201543e-06
7769.0,3.3517028397378875e-06
7770.0,3.3602601797629487e-06
7771.0,3.3706894379184923e-06
7772.0,3.3839600003792326e-06
7773.0,3.4022446292609067e-06
7774.0,3.430457109656032e-06
7775.0,3.4830045257474254e-06
7776.0,3.617448360047417e-06
7777.0,4.31192998645817e-06
7778.0,8.890742014967603e-05
7779.0,1.0236751432089383e-05
7780.0,3.8071137791966332e-06
7781.0,3.6268079506998275e-06
7782.0,3.676647770923917e-06
7783.0,4.50717773288751e-06
7784.0,6.504848649206768e-06
7785.0,5.122336828517229e-06
7786.0,5.930804898228711e-06
7787.0,3.829242525667254e-06
7788.0,3.7269221435710563e-06
7789.0,4.255371317228179e-06
7790.0,1.0482540968043592e-05
7791.0,4.009982906587644e-06
7792.0,4.001659556328892e-06
7793.0,5.2662739619075236e-06
7794.0,0.00011213458143777952
7795.0,0.0001353226330080333
7796.0,4.408668041270883e-06
7797.0,3.990127203560694e-06
7798.0,4.183904157174761e-06
7799.0,8.696296519140407e-06
7800.0,3.913579122867809e-06
7801.0,3.853878305349216e-06
7802.0,4.099467278646588e-06
7803.0,4.3261699350917736e-06
7804.0,6.7813576987665695e-06
7805.0,0.0002102224229328584
7806.0,5.802110526758058e-06
7807.0,4.2703132351621275e-06
7808.0,4.035153520020711e-06
7809.0,4.016568047153804e-06
7810.0,4.301634436738668e-06
7811.0,0.00019308701807486204
7812.0,7.61289047401435e-06
7813.0,5.686352446653417e-06
7814.0,4.267371649528948e-06
7815.0,4.855153942500366e-06
7816.0,5.607431041187908e-06
7817.0,8.445626625182867e-06
7818.0,5.581926156657517e-06
7819.0,1.1861041535596382e-05
7820.0,0.00019242582984948815
7821.0,9.98136831571645e-05
7822.0,9.73497709179173e-06
7823.0,5.402322297462213e-06
7824.0,1.6812231563612382e-05
7825.0,5.89410193202747e-06
7826.0,5.342086646192053e-06
7827.0,5.070090256516431e-05
7828.0,1.1276367963788024e-05
7829.0,8.867175902765855e-06
7830.0,7.138827207469727e-05
7831.0,2.288827725250083e-05
7832.0,7.680413235149601e-06
7833.0,7.990750519495975e-06
7834.0,2.4658008709324403e-05
7835.0,1.9308568099048315e-05
7836.0,6.913327926965566e-06
7837.0,1.5562926774119898e-05
7838.0,4.517540136939497e-05
7839.0,3.0055350367475154e-05
7840.0,2.1994937751837662e-05
7841.0,0.0001789453451412583
7842.0,0.000200485774485593
7843.0,7.512709426924078e-05
7844.0,1.033572910323863e-05
7845.0,8.800121121163225e-06
7846.0,1.3297838982069905e-05
7847.0,9.989524530503193e-05
7848.0,6.658312508782661e-05
7849.0,7.578226561490957e-05
7850.0,1.7779846101524323e-05
7851.0,0.0005553412832279706
7852.0,2.0827495953496742e-05
7853.0,6.564716602272725e-05
7854.0,3.17102931303688e-05
7855.0,1.8191534381792518e-05
7856.0,0.00019291186002122406
7857.0,0.00048389752214782607
7858.0,0.0004450284792537377
7859.0,1.3622015089738057e-05
7860.0,2.736573828506693e-05
7861.0,7.164733217311223e-05
7862.0,2.1194960167932298e-05
7863.0,0.0005215364474180302
7864.0,5.8775555128383866e-05
7865.0,9.030901884964104e-05
7866.0,0.0001072311587492003
7867.0,0.00016214855690222242
7868.0,0.001173094322558647
7869.0,0.0003502024551037504
7870.0,7.971864202643788e-05
7871.0,4.8681236609758496e-05
7872.0,0.0019658115382806393
7873.0,0.0004941028186736237
7874.0,5.343858282994116e-05
7875.0,0.007121511964762767
7876.0,0.0001636888781067335
7877.0,9.613101850653547e-05
7878.0,0.00032165536934423245
7879.0,0.0014380576485006507
7880.0,7.139729739425495e-05
7881.0,0.0003483907057703194
7882.0,0.0032462603656165812
7883.0,0.0062032024133233474
7884.0,0.001123084024070386
7885.0,4.797492178659619e-05
7886.0,7.693583516281923e-05
7887.0,0.0007511539478092527
7888.0,0.0006596271793556622
7889.0,0.005597670325236306
7890.0,0.00013859080150119843
7891.0,0.0003184617433037613
7892.0,0.0002241886035417294
7893.0,0.0004819921769115933
7894.0,0.007674730626539209
7895.0,0.000297987638751612
7896.0,0.0008214344454760182
7897.0,0.005120331201948856
7898.0,0.00309856268243334
7899.0,0.0003419225600876566
7900.0,8.437771254477024e-05
7901.0,7.237604315962138e-05
7902.0,0.00029885607505571784
7903.0,0.010410171276034772
7904.0,0.023963393374477605
7905.0,0.002214629570353094
7906.0,0.002399598480621368
7907.0,7.5636189146513e-05
7908.0,6.909818080468505e-05
7909.0,0.00013172821592624513
7910.0,0.000239944805862874
7911.0,0.01805939701804616
7912.0,0.00039463711172607206
7913.0,0.0022205795958392697
7914.0,0.0005385608742725764
7915.0,0.00010872601908482826
7916.0,5.8086288131052735e-05
7917.0,0.0001297754041910061
7918.0,0.0017585935439361528
7919.0,0.001505747545181253
7920.0,0.0009474579908997863
7921.0,0.0001388388306534873
7922.0,0.0002351129171885668
7923.0,0.005325239383017713
7924.0,0.0001938518303396019
7925.0,0.0008220762459778977
7926.0,0.0004685945914348562
7927.0,0.0005781419145994335
7928.0,8.266557599752556e-05
7929.0,8.563223196323891e-05
7930.0,0.0003029953540217467
7931.0,0.0034897902289704238
7932.0,0.0006786338338078032
7933.0,0.00011437586912793726
7934.0,0.00541659567320714
7935.0,7.754420855522595e-05
7936.0,2.9422775747810055e-05
7937.0,2.1023479096336336e-05
7938.0,2.3901586649074785e-05
7939.0,0.0002565858237699345
7940.0,3.068177439899724e-05
7941.0,0.00025895112603806843
7942.0,4.187748274764509e-05
7943.0,5.0295431726204684e-05
7944.0,0.005939429092472719
7945.0,0.000846033455337123
7946.0,7.416138507656879e-05
7947.0,0.00013449130079544236
7948.0,9.735545352605282e-05
7949.0,0.0012230678512338048
7950.0,0.004487255175641664
7951.0,6.891399743151345e-05
7952.0,7.529590117207891e-05
7953.0,0.0021735911080532186
7954.0,0.00044343066342365957
7955.0,9.608321773998923e-05
7956.0,0.0076351529289232995
7957.0,7.366198406104371e-05
7958.0,0.0003526526622286196
7959.0,0.00015766096745613753
7960.0,0.000848089222569706
7961.0,0.0012897616200350911
7962.0,0.0004291572876787326
7963.0,0.0118981456271113
7964.0,0.0015975083033973152
7965.0,0.010264228516076104
7966.0,0.0004958878263194764
7967.0,0.0007142403908183328
7968.0,0.0001123107423047027
7969.0,0.00015459202453598086
7970.0,0.0008587357569368237
7971.0,0.002977202218758288
7972.0,0.00011308257426243089
7973.0,0.00023426186298138686
7974.0,0.00097417962221242
7975.0,0.00011517076579120275
7976.0,0.00038776449801844454
7977.0,0.001486610525010033
7978.0,0.00022707269454586677
7979.0,0.00035112170061796753
7980.0,0.000200351397505512
7981.0,0.00013334909646475348
7982.0,0.0005614250171520379
7983.0,0.0003090413153121095
7984.0,0.0001615368407988684
7985.0,0.00036837343181321704
7986.0,0.0006388288318474776
7987.0,0.0005023091740492199
7988.0,0.00029356422935506354
7989.0,0.0010985217840244054
7990.0,0.00022539833063355352
7991.0,9.541033002629982e-05
7992.0,0.0001744865030086686
7993.0,0.003261523183801906
7994.0,0.0012449492370757258
7995.0,0.0003166068729991102
7996.0,0.0019331900221460396
7997.0,0.00022690589327078117
7998.0,0.0023243206300884046
7999.0,0.00024922483999592073
8000.0,0.0008059877781885926
8001.0,0.000792630305243223
8002.0,0.0005913890780835426
8003.0,0.0010079075756705728
8004.0,0.00035462151897606737
8005.0,0.00015346887365649004
8006.0,0.0002618542704957895
8007.0,0.0006798973785458786
8008.0,0.0001567510815356338
8009.0,0.0007109377924039365
8010.0,0.008519099411824582
8011.0,0.0001799545095762451
8012.0,9.934804352220706e-05
8013.0,0.0018989004932487418
8014.0,0.00023955136878437802
8015.0,0.003955730707913132
8016.0,0.0026992758597568353
8017.0,0.0015976754389446799
8018.0,0.0004052736179603478
8019.0,0.00046496440735030865
8020.0,0.0006158410086634908
8021.0,0.00014576392492298733
8022.0,0.00015955661883369402
8023.0,0.006013938119487805
8024.0,0.0005094458619216833
8025.0,0.0012378459763127353
8026.0,0.003914113956619375
8027.0,0.0004936749516723707
8028.0,0.000960400967687692
8029.0,0.0017020081330571851
8030.0,0.010383630151025985
8031.0,0.002778110354737715
8032.0,0.00038869377166179107
8033.0,0.00017952864820156036
8034.0,0.0002031639544965615
8035.0,0.00026606876045813234
8036.0,0.0028991265191624428
8037.0,0.0004715528906232076
8038.0,0.0003491628719991433
8039.0,0.0008601229819760458
8040.0,0.0008928113523268798
8041.0,0.00014620148578598755
8042.0,0.0015318374041268623
8043.0,0.000207101333721374
8044.0,0.0008318670463425093
8045.0,0.0005695344339101626
8046.0,0.0018853725420450605
8047.0,0.0004770917626628665
8048.0,0.0011967206035282303
8049.0,0.0002056532713382301
8050.0,5.6971828301232874e-05
8051.0,0.0006601787266678168
8052.0,6.503812408813107e-05
8053.0,6.990076570315337e-05
8054.0,9.402410779645879e-05
8055.0,0.0013156509163218498
8056.0,0.0002107164756108678
8057.0,0.0007009598002247509
8058.0,0.000316165635154068
8059.0,0.00038302119118129816
8060.0,4.7825836878362836e-05
8061.0,0.004239326304681188
8062.0,0.0004269945536958362
8063.0,8.991925875318707e-05
8064.0,0.00043960994481090745
8065.0,0.0012948625969406552
8066.0,0.0002000388540319404
8067.0,0.0002579175598131664
8068.0,0.0013347712229403467
8069.0,5.640457025344077e-05
8070.0,0.0004015598661018441
8071.0,0.00032431015037713925
8072.0,0.0010922775999801643
8073.0,0.000502459596041848
8074.0,9.130146972989133e-05
8075.0,8.361156319565145e-05
8076.0,4.693901566403111e-05
8077.0,0.003021690358755766
8078.0,0.0005962928350432165
8079.0,0.00019551449476436922
8080.0,8.528191585600516e-05
8081.0,0.0005496185620862108
8082.0,0.0006898753707235383
8083.0,0.0002576043477974054
8084.0,0.0003606016288607686
8085.0,0.0003730298281627916
8086.0,0.00011302106838100076
8087.0,0.005656134339689918
8088.0,0.0023433540262222724
8089.0,0.00016063531165669745
8090.0,0.00025559103299297776
8091.0,0.0008068033996597312
8092.0,0.0003668792400197786
8093.0,0.0008904112858733406
8094.0,0.000742446185791563
8095.0,0.0006427063765463337
8096.0,0.004051231959677198
8097.0,0.0014454283261394242
8098.0,0.0004025158814288339
8099.0,0.0019159449763573408
8100.0,0.0006096168808849318
8101.0,0.002721625225150414
8102.0,0.0006996093450020458
8103.0,0.0002154915381990711
8104.0,0.0014926140338713653
8105.0,0.0006469081642070768
8106.0,0.00023107458809314612
8107.0,0.0051013446037682505
8108.0,0.0006463933867211942
8109.0,0.00041860100650701335
8110.0,0.01462736883412616
8111.0,0.0009344648734476714
8112.0,0.0027536216543378707
8113.0,0.0014328497048447732
8114.0,0.0005215097057304518
8115.0,0.0009572955892176598
8116.0,0.015622193039267781
8117.0,0.0019956118063757266
8118.0,0.0003081678649415827
8119.0,0.0014531366175838743
8120.0,0.0005000795858469301
8121.0,0.003702453499436993
8122.0,0.0005907740192692412
8123.0,0.005957011752055462
8124.0,0.0011341784817044405
8125.0,0.006743952763266397
8126.0,0.0015885565234804737
8127.0,0.0009842378394528148
8128.0,0.0011508385530657323
8129.0,0.007860618782317988
8130.0,0.0005565145747678286
8131.0,0.0003913813112634119
8132.0,0.0024340651731988724
8133.0,0.003816105671644842
8134.0,0.00265450024661789
8135.0,0.0014677242081578463
8136.0,0.15647463934029293
8137.0,0.0072180494569204934
8138.0,0.001796362834940631
8139.0,0.0031269556691968657
8140.0,0.0008110686988338268
8141.0,0.013610382455518485
8142.0,0.0372411426637543
8143.0,0.05158939513390052
8144.0,0.016570419853685445
8145.0,0.001549095820747719
8146.0,0.05696647996371069
8147.0,0.0015905454364941109
8148.0,0.0019458020705501633
8149.0,0.003440418388278955
8150.0,0.0037412958006543336
8151.0,0.004780444352853772
8152.0,0.0595928479549962
8153.0,0.0010815942957926265
8154.0,0.0015531271301501505
8155.0,0.008950743676448098
8156.0,0.057808174580238236
8157.0,0.10731004672755635
8158.0,0.0025785939664268362
8159.0,0.003035793256242382
8160.0,0.014368743288340497
8161.0,0.0029244007566336327
8162.0,0.0014523978784645231
8163.0,0.004497684433797207
8164.0,0.021545643973412455
8165.0,0.013721594448857819
8166.0,0.01305903571199553
8167.0,0.04741468343183044
8168.0,0.0033735975964426347
8169.0,0.003099207825623414
8170.0,0.0030012496813019893
8171.0,0.0732036983895078
8172.0,0.030742645165347388
8173.0,0.0036479338838866985
8174.0,0.0024914528347419413
8175.0,0.0013571205883339255
8176.0,0.008492758849559938
8177.0,0.011368325941965884
8178.0,0.0027381081328314992
8179.0,0.04253031419565076
8180.0,0.022180825907832522
8181.0,0.014220293495095886
8182.0,0.004637610314050754
8183.0,0.0022595790044612984
8184.0,0.07157412680336658
8185.0,0.0028644091232638926
8186.0,0.0011699822586608603
8187.0,0.0012536235719839426
8188.0,0.0031861951926047336
8189.0,0.006497561539341675
8190.0,0.004303138656704236
8191.0,0.008570777723044648
8192.0,0.010895098353158085
8193.0,0.0016811964146736598
8194.0,0.0015085186525585696
8195.0,0.011033219169500093
8196.0,0.006784700409713859
8197.0,0.0012732385998226383
8198.0,0.0010119489132058462
8199.0,0.002479335507558016
8200.0,0.32353798414831536
8201.0,0.00520450066360161
8202.0,0.005829587610744779
8203.0,0.0779637187791108
8204.0,0.001129719305300756
8205.0,0.0004126275820443851
8206.0,0.00038481288425198777
8207.0,0.010320452914209516
8208.0,0.00033830240413139915
8209.0,0.0033542433000578274
8210.0,0.00035060358041742517
8211.0,0.0005826345181125909
8212.0,0.004623871772057393
8213.0,0.0012096334959176103
8214.0,0.0030012162542036175
8215.0,0.001525335831334384
8216.0,0.0030246152308346453
8217.0,0.0012122107260579707
8218.0,0.00039652574341129075
8219.0,0.0008514653606264686
8220.0,0.005315545521270573
8221.0,0.0023394697961015213
8222.0,0.0016525092693240196
8223.0,0.001946858367209507
8224.0,0.011996855881384763
8225.0,0.0016187746304439723
8226.0,0.00888522654188122
8227.0,0.0028361431594936108
8228.0,0.052396325556576244
8229.0,0.03788060326797082
8230.0,0.025851423371725763
8231.0,0.1800457655851061
8232.0,0.1598343981134138
8233.0,0.009770510109161417
8234.0,0.16512925225392064
8235.0,0.002808104500067745
8236.0,0.028182596559256114
8237.0,0.010041336550110828
8238.0,0.0019237769481184716
8239.0,0.0015485643297070998
8240.0,0.002334913681080366
8241.0,0.001268388326238121
8242.0,0.006824879795300281
8243.0,0.0010368320534974705
8244.0,0.0009192755949031869
8245.0,0.0035125875176309396
8246.0,0.020267892713810978
8247.0,0.0015491259051462446
8248.0,0.0006692541868897082
8249.0,0.0024920578654234007
8250.0,0.000570680983765083
8251.0,0.003969870375220167
8252.0,0.0008027754329682471
8253.0,0.00046003056598790005
8254.0,0.0009187909018158301
8255.0,0.07255822090624867
8256.0,0.0008049649086387219
8257.0,0.0018017212005891365
8258.0,0.002815040625283371
8259.0,0.03328307205817807
8260.0,0.003832685517943399
8261.0,0.0011685348648206838
8262.0,0.09668691133706973
8263.0,0.0017022788926182159
8264.0,0.0011944575882169152
8265.0,0.0039786282779020665
8266.0,0.005780917739352243
8267.0,0.0020174062817520555
8268.0,0.0009142748993260417
8269.0,0.0003459572122006925
8270.0,0.00027370117236407885
8271.0,0.0006003508861332262
8272.0,0.0005123005370706688
8273.0,0.0008970398816818161
8274.0,0.006128526250760896
8275.0,0.0024836810317894926
8276.0,0.0045202477326914126
8277.0,0.012299103805238694
8278.0,0.0025817595136939193
8279.0,0.09047381449934241
8280.0,0.0018751873017886689
8281.0,0.008636361711855504
8282.0,0.041789903720826097
8283.0,0.0018708584911119287
8284.0,0.016082618045147462
8285.0,0.003397464552606283
8286.0,0.0008568671815172887
8287.0,0.0006387820338942156
8288.0,0.0007583608326116092
8289.0,0.0027848492600074507
8290.0,0.03275786531413991
8291.0,0.004399475586165836
8292.0,0.015126569287113142
8293.0,0.001261462229155337
8294.0,0.0011518246527951828
8295.0,0.0008028322590543511
8296.0,0.005680970682028281
8297.0,0.013108942386438565
8298.0,0.006713467239427117
8299.0,0.0005585335721826323
8300.0,0.0005849276178224316
8301.0,0.0018952335393395653
8302.0,0.002021220314942913
8303.0,0.008342136294275066
8304.0,0.0009973446090771375
8305.0,0.001959229740425426
8306.0,0.002227258332311954
8307.0,0.010886574440242497
8308.0,0.004368455228574988
8309.0,0.0019678639628022752
8310.0,0.0023231005405926443
8311.0,0.004051967356085602
8312.0,0.0013943617309976797
8313.0,0.0017239129178690748
8314.0,0.020610286596141857
8315.0,0.0011712190617113574
8316.0,0.003755602603498899
8317.0,0.0012696151011557762
8318.0,0.0038972332663355625
8319.0,0.0021311319936007447
8320.0,0.0049644271633672655
