wavelength,transmission
7000.0,0.9774131125135515
7001.000333444482,0.9593146872551008
7002.000666888963,0.9991170889413956
7003.001000333445,0.9982052301603929
7004.0013337779255,0.9891261887972154
7005.001667222407,0.9985670576671648
7006.002000666889,0.9969002549075007
7007.00233411137,0.9658223259916886
7008.002667555852,0.9919581097913346
7009.003001000334,0.9979606925162636
7010.003334444815,0.9981023517987985
7011.003667889297,0.9972466425981761
7012.0040013337775,0.9961485839982572
7013.004334778259,0.9879349568008213
7014.004668222741,0.9988845043009389
7015.005001667222,0.9991984172051376
7016.005335111704,0.9951303476693725
7017.005668556186,0.9952099764701207
7018.006002000667,0.9815824883952828
7019.006335445149,0.9972092334367655
7020.0066688896295,0.9991847045450121
7021.007002334111,0.9979908118972795
7022.007335778593,0.9920196051190153
7023.007669223074,0.9979920839892364
7024.008002667556,0.9981534202771263
7025.008336112038,0.9968611372110158
7026.008669556519,0.9981037061126072
7027.009003001001,0.9980787815608538
7028.0093364454815,0.9982425672306732
7029.009669889963,0.9808910871674981
7030.010003334445,0.9929888739089457
7031.010336778926,0.9783014268620625
7032.010670223408,0.9971525004812581
7033.011003667889,0.9996533218244075
7034.011337112371,0.9995208552077213
7035.011670556853,0.9998454254230764
7036.0120040013335,0.9998357711294559
7037.012337445815,0.9992641551312783
7038.012670890297,0.9925373339583138
7039.013004334778,0.9929490386970218
7040.01333777926,0.9984671937488527
7041.013671223741,0.9969242618822789
7042.014004668223,0.9924398957649853
7043.0143381127045,0.9980911206409521
7044.0146715571855,0.9982945048842262
7045.015005001667,0.9994944253624306
7046.015338446149,0.9980841166211126
7047.01567189063,0.9990151353175153
7048.016005335112,0.9996491224198176
7049.016338779593,0.9958847718143893
7050.016672224075,0.9948562785336351
7051.0170056685565,0.992994658109141
7052.017339113037,0.9989884066654311
7053.017672557519,0.9917165977134947
7054.018006002,0.9979565480949273
7055.018339446482,0.9966079818615994
7056.018672890964,0.9991081606001487
7057.019006335445,0.9991689173471315
7058.019339779927,0.9990367819284258
7059.0196732244085,0.9569627134073166
7060.020006668889,0.9965665126450057
7061.020340113371,0.9989912998045171
7062.020673557852,0.9990579743998111
7063.021007002334,0.9990812021496326
7064.021340446816,0.9992983323442783
7065.021673891297,0.9987009022015106
7066.022007335779,0.9969758713202835
7067.0223407802605,0.9986951860539982
7068.022674224741,0.9975165713978585
7069.023007669223,0.9965510235976491
7070.023341113704,0.9973707849158145
7071.023674558186,0.9970623849517447
7072.024008002668,0.9996286216320269
7073.024341447149,0.9995880720572108
7074.024674891631,0.9794110758758637
7075.0250083361125,0.9989338082804048
7076.025341780593,0.9994450882334771
7077.025675225075,0.9955684258671492
7078.026008669556,0.9959909025972922
7079.026342114038,0.9990816732007856
7080.02667555852,0.9921397923790383
7081.027009003001,0.9971436990303335
7082.027342447483,0.9991043441694205
7083.027675891964,0.996006519450901
7084.028009336445,0.9987062583818762
7085.028342780927,0.999618965321603
7086.028676225408,0.9990389618142831
7087.02900966989,0.9983546689214183
7088.029343114372,0.9976970020999857
7089.029676558853,0.9995028489178557
7090.030010003335,0.9723513207475349
7091.0303434478155,0.9982311839964062
7092.030676892297,0.9993132929468364
7093.031010336779,0.995149892826426
7094.03134378126,0.9996195804838863
7095.031677225742,0.9836249694724921
7096.032010670224,0.9844770996684038
7097.032344114705,0.9975754033162931
7098.032677559187,0.9991625083199427
7099.0330110036675,0.9982743780386846
7100.033344448149,0.99766544214747
7101.033677892631,0.9981101493883203
7102.034011337112,0.9931830645271558
7103.034344781594,0.9992430733290149
7104.034678226075,0.998011917890764
7105.035011670557,0.9973499385340856
7106.035345115039,0.9983094600363124
7107.0356785595195,0.998530105347891
7108.036012004001,0.9915040352758226
7109.036345448483,0.9975352884038865
7110.036678892964,0.9989586241135199
7111.037012337446,0.9892184613721577
7112.037345781927,0.9991069555540669
7113.037679226409,0.9960536308660385
7114.038012670891,0.9984166292177661
7115.0383461153715,0.9995636639161135
7116.038679559853,0.9986938665265096
7117.039013004335,0.9996595531430754
7118.039346448816,0.9994809017933681
7119.039679893298,0.9997966574626858
7120.040013337779,0.9976419232480209
7121.040346782261,0.9993548367411272
7122.040680226743,0.999230203691493
7123.0410136712235,0.9998027430502228
7124.041347115705,0.9986001106224309
7125.041680560187,0.9995528177191352
7126.042014004668,0.997756036112456
7127.04234744915,0.9992952588947485
7128.042680893631,0.9988729836868198
7129.043014338113,0.998433939925926
7130.0433477825945,0.9924456359601672
7131.0436812270755,0.9800795380016497
7132.044014671557,0.9955497457658588
7133.044348116038,0.9965399328227568
7134.04468156052,0.9981392335665823
7135.045015005002,0.998447405538069
7136.045348449483,0.9810310495217556
7137.045681893965,0.9988427295302388
7138.0460153384465,0.9987590962519609
7139.046348782927,0.9978802555188656
7140.046682227409,0.9847194670342809
7141.04701567189,0.9996784158609369
7142.047349116372,0.9975232569791236
7143.047682560854,0.9939860911706077
7144.048016005335,0.9946841051264997
7145.048349449817,0.9853218651893683
7146.0486828942985,0.9994707469078365
7147.049016338779,0.9934290184870075
7148.049349783261,0.9947568129881874
7149.049683227742,0.9987815696203226
7150.050016672224,0.9980806009499942
7151.050350116706,0.9992775155240088
7152.050683561187,0.993385053797022
7153.051017005669,0.9773236289067043
7154.0513504501505,0.9976691341180809
7155.051683894631,0.9897996943883279
7156.052017339113,0.999199570320659
7157.052350783594,0.982854938010445
7158.052684228076,0.997727250270441
7159.053017672558,0.9988406609619347
7160.053351117039,0.9989059303953417
7161.053684561521,0.9951408635435691
7162.054018006002,0.9972637553312563
7163.054351450483,0.9989967698182551
7164.054684894965,0.9326447846488319
7165.055018339446,0.9968794320236443
7166.055351783928,0.9909724074376199
7167.05568522841,0.993502220131964
7168.056018672891,0.9484383422591172
