wavelength,transmission
7000.0,0.9558688701005146
7001.000333444482,0.9212174599289816
7002.000666888963,0.9982564635485903
7003.001000333445,0.9964573395484013
7004.0013337779255,0.9786315516979596
7005.001667222407,0.9971710439832612
7006.002000666889,0.9938853733374231
7007.00233411137,0.9336042943575217
7008.002667555852,0.9841746925151962
7009.003001000334,0.9959751321676339
7010.003334444815,0.9962544581470216
7011.003667889297,0.9945677462976577
7012.0040013337775,0.9924054005519621
7013.004334778259,0.9763044797570783
7014.004668222741,0.997797415001407
7015.005001667222,0.9984170044329028
7016.005335111704,0.9904023212523425
7017.005668556186,0.9905588953680782
7018.006002000667,0.963941129269463
7019.006335445149,0.9944940402750464
7020.0066688896295,0.9983899349351244
7021.007002334111,0.9960345187944157
7022.007335778593,0.9842952336501569
7023.007669223074,0.9960370270268859
7024.008002667556,0.9963551652534898
7025.008336112038,0.9938083272278334
7026.008669556519,0.9962571287907463
7027.009003001001,0.9962079793022672
7028.0093364454815,0.9965309752099277
7029.009669889963,0.9626002003137551
7030.010003334445,0.9861961257223101
7031.010336778926,0.9575859104121749
7032.010670223408,0.9943822663731436
7033.011003667889,0.9993152150388657
7034.011337112371,0.999053618123413
7035.011670556853,0.9996946439840756
7036.0120040013335,0.9996755738335508
7037.012337445815,0.9985467795204347
7038.012670890297,0.9853103578838189
7039.013004334778,0.9861179667743587
7040.01333777926,0.9969740372809615
7041.013671223741,0.9939326588708082
7042.014004668223,0.9851192688416546
7043.0143381127045,0.9962323109633058
7044.0146715571855,0.9966334104115985
7045.015005001667,0.9990014281449086
7046.015338446149,0.9962184995705891
7047.01567189063,0.9980552264929985
7048.016005335112,0.9993069214772201
7049.016338779593,0.9918862361578465
7050.016672224075,0.9898635125254294
7051.0170056685565,0.9862074749059059
7052.017339113037,0.9980024725340125
7053.017672557519,0.9837013589582314
7054.018006002,0.9959669607154736
7055.018339446482,0.993309784444894
7056.018672890964,0.9982388399012572
7057.019006335445,0.998358770641734
7058.019339779927,0.998097951109067
7059.0196732244085,0.9167607435548089
7060.020006668889,0.9932281302445081
7061.020340113371,0.9980081826148596
7062.020673557852,0.9981397802502086
7063.021007002334,0.9981856275646173
7064.021340446816,0.9986142530081188
7065.021673891297,0.9974351161459538
