wavelength,transmission
7000.0,0.8455887223428757
7001.000333444482,0.7371706384030617
7002.000666888963,0.9935362580637543
7003.001000333445,0.9868985061954326
7004.0013337779255,0.9228700125884512
7005.001667222407,0.9895277814131015
7006.002000666889,0.9774657675188099
7007.00233411137,0.7746823165694197
7008.002667555852,0.9424448115488856
7009.003001000334,0.9851249551687501
7010.003334444815,0.9861520275126775
7011.003667889297,0.9799619333905352
7012.0040013337775,0.972067901615738
7013.004334778259,0.9147415237007436
7014.004668222741,0.9918395369706077
7015.005001667222,0.9941301447174425
7016.005335111704,0.964796863449688
7017.005668556186,0.9653637797127674
7018.006002000667,0.872430643576181
7019.006335445149,0.9796920876424786
7020.0066688896295,0.9940299887204298
7021.007002334111,0.9853432523493553
7022.007335778593,0.9428738267917663
7023.007669223074,0.9853524730496208
7024.008002667556,0.9865225160764466
7025.008336112038,0.9771842199848635
7026.008669556519,0.9861618511564821
7027.009003001001,0.9859810720903454
7028.0093364454815,0.9871695422294633
7029.009669889963,0.867929249000313
7030.010003334445,0.949658140157261
7031.010336778926,0.8512469714412602
7032.010670223408,0.9792829748908305
7033.011003667889,0.9974576707923368
7034.011337112371,0.9964877155939896
7035.011670556853,0.9988657524293502
7036.0120040013335,0.9987949474003985
7037.012337445815,0.9946104094990956
7038.012670890297,0.9464923974606121
7039.013004334778,0.9493784884709763
7040.01333777926,0.9888015010739492
7041.013671223741,0.9776385911341237
7042.014004668223,0.9458104562153126
7043.0143381127045,0.9860705644998647
7044.0146715571855,0.9875466732640817
7045.015005001667,0.9962942868833601
7046.015338446149,0.9860197651509528
7047.01567189063,0.9927921909242998
7048.016005335112,0.9974269091418214
7049.016338779593,0.9701795393857369
7050.016672224075,0.9628478292798192
7051.0170056685565,0.9496987523920946
7052.017339113037,0.9925972023611159
7053.017672557519,0.9407615607129735
7054.018006002,0.9850949207863366
7055.018339446482,0.9753638408689215
7056.018672890964,0.9934710789504585
7057.019006335445,0.9939146912859501
7058.019339779927,0.992950129665355
7059.0196732244085,0.7240048283313837
7060.020006668889,0.9750659251203568
7061.020340113371,0.9926183065438209
7062.020673557852,0.9931047759227271
7063.021007002334,0.993274297964324
7064.021340446816,0.9948601788085786
7065.021673891297,0.9905019152171948
7066.022007335779,0.9780102112613046
7067.0223407802605,0.9904602956018064
7068.022674224741,0.9819109306645223
