date,pwv,pwv_err
1262850300.0,7.5,1.75
1262852100.0,7.1,1.71
1262853900.0,7.0,1.7
1262855700.0,7.2,1.72
1262857500.0,7.1,1.71
1262859300.0,7.1,1.71
1262861100.0,7.6,1.76
1262862900.0,7.8,1.78
1262864700.0,7.6,1.76
1262866500.0,7.7,1.77
1262868300.0,8.1,1.81
1262870100.0,8.4,1.84
1262871900.0,8.2,1.82
1262873700.0,8.1,1.81
1262875500.0,7.8,1.78
1262877300.0,7.7,1.77
1262879100.0,8.1,1.81
1262880900.0,8.1,1.81
1262882700.0,8.1,1.81
1262884500.0,8.7,1.87
1262886300.0,8.9,1.89
1262888100.0,8.7,1.87
1262889900.0,9.0,1.9
1262891700.0,9.0,1.9
1262893500.0,8.7,1.87
1262895300.0,8.5,1.85
1262897100.0,8.2,1.82
1262898900.0,8.0,1.8
1262900700.0,8.0,1.8
1262902500.0,7.9,1.79
1262904300.0,8.1,1.81
1262906100.0,8.1,1.81
1262907900.0,8.2,1.82
1262909700.0,8.6,1.86
1262911500.0,8.5,1.85
1262913300.0,8.4,1.84
1262915100.0,8.3,1.83
1262916900.0,8.1,1.81
1262918700.0,7.7,1.77
1262920500.0,7.4,1.74
1262922300.0,7.5,1.75
1262924100.0,7.4,1.74
1262925900.0,7.0,1.7
1262927700.0,7.1,1.71
1262929500.0,7.3,1.73
1262931300.0,7.9,1.79
1262933100.0,7.7,1.77
1262934900.0,7.1,1.71
1262936700.0,7.2,1.72
1262938500.0,6.6,1.66
1262940300.0,6.6,1.66
1262942100.0,7.0,1.7
1262943900.0,7.1,1.71
1262945700.0,7.4,1.74
1262947500.0,7.6,1.76
1262949300.0,7.0,1.7
1262951100.0,6.2,1.62
1262952900.0,5.9,1.59
1262954700.0,6.6,1.66
1262956500.0,7.0,1.7
1262958300.0,6.5,1.65
1262960100.0,6.7,1.67
1262961900.0,6.0,1.6
1262963700.0,4.9,1.49
1262965500.0,4.6,1.46
1262967300.0,4.8,1.48
1262969100.0,5.2,1.52
1262970900.0,5.6,1.56
1262972700.0,4.7,1.47
1262974500.0,4.2,1.42
1262976300.0,5.0,1.5
1262978100.0,5.3,1.53
1262979900.0,5.2,1.52
1262981700.0,4.8,1.48
1262983500.0,4.7,1.47
1262985300.0,4.7,1.47
1262987100.0,4.8,1.48
1262988900.0,4.6,1.46
1262990700.0,4.7,1.47
1262992500.0,4.4,1.44
1262994300.0,4.3,1.43
1262996100.0,4.7,1.47
1262997900.0,4.2,1.42
1262999700.0,4.0,1.4
1263001500.0,4.0,1.4
1263003300.0,4.0,1.4
1263005100.0,3.8,1.38
1263006900.0,3.5,1.35
1263008700.0,3.4,1.34
1263010500.0,3.9,1.39
1263012300.0,4.0,1.4
1263014100.0,3.6,1.36
1263015900.0,3.9,1.39
1263017700.0,4.3,1.43
1263019500.0,3.9,1.39
1263021300.0,4.1,1.41
1263023100.0,4.2,1.42
1263024900.0,3.1,1.31
1263026700.0,3.2,1.32
1263028500.0,3.5,1.35
1263030300.0,3.3,1.33
1263032100.0,3.6,1.36
1263033900.0,4.3,1.43
1263035700.0,4.1,1.41
1263037500.0,3.6,1.36
1263039300.0,3.4,1.34
1263041100.0,3.5,1.35
1263042900.0,3.6,1.36
1263044700.0,3.7,1.37
1263046500.0,3.8,1.38
1263048300.0,3.5,1.35
1263050100.0,3.2,1.32
