date,KITT,KITT_err,SA48,SA48_err
1268421300.0,,,4.7,0.125
1268423100.0,,,4.9,0.125
1268424900.0,,,4.6,0.125
1268426700.0,,,5.0,0.125
1268428500.0,,,5.0,0.125
1268430300.0,,,4.8,0.125
1268432100.0,,,5.6,0.125
1268433900.0,,,5.9,0.125
1268435700.0,,,5.5,0.125
1268437500.0,,,5.4,0.125
1268439300.0,,,5.2,0.125
1268441100.0,,,5.4,0.125
1268442900.0,,,5.9,0.125
1268444700.0,,,6.1,0.125
1268446500.0,,,5.8,0.125
1268448300.0,,,5.5,0.125
1268450100.0,,,5.4,0.125
1268451900.0,,,4.9,0.125
1268453700.0,,,4.7,0.125
1268455500.0,,,4.6,0.125
1268457300.0,,,4.1,0.125
1268459100.0,,,4.1,0.125
1268460900.0,,,4.5,0.125
1268462700.0,,,4.8,0.125
1268464500.0,,,4.5,0.125
1268466300.0,,,4.1,0.125
1268468100.0,,,4.3,0.125
1268469900.0,,,4.5,0.125
1268471700.0,,,4.5,0.125
1268473500.0,,,4.6,0.125
1268475300.0,,,4.8,0.125
1268477100.0,,,4.4,0.125
1268478900.0,,,4.3,0.125
1268480700.0,,,4.4,0.125
1268482500.0,,,4.5,0.125
1268484300.0,,,5.0,0.125
1268486100.0,,,4.8,0.125
1268487900.0,,,4.4,0.125
1268489700.0,,,4.8,0.125
1268491500.0,,,5.5,0.125
1268493300.0,,,5.6,0.125
1268495100.0,,,5.3,0.125
1268496900.0,,,5.7,0.125
1268498700.0,,,6.4,0.125
1268500500.0,,,7.3,0.125
1268502300.0,,,8.0,0.125
1268504100.0,,,7.6,0.125
1268505900.0,,,6.9,0.125
1268507700.0,,,7.1,0.125
1268509500.0,,,7.6,0.125
1268511300.0,,,7.0,0.125
1268513100.0,,,7.1,0.125
1268514900.0,,,6.9,0.125
1268516700.0,,,6.9,0.125
1268518500.0,,,7.8,0.125
1268520300.0,,,7.8,0.125
1268522100.0,,,8.0,0.125
1268523900.0,,,8.7,0.125
1268525700.0,,,8.9,0.125
1268527500.0,,,9.1,0.125
1268529300.0,,,9.2,0.125
1268531100.0,,,9.3,0.125
1268532900.0,,,9.5,0.125
1268534700.0,,,9.2,0.125
1268536500.0,,,8.9,0.125
1268538300.0,,,8.8,0.125
1268540100.0,,,8.8,0.125
1268541900.0,,,9.1,0.125
1268543700.0,,,9.3,0.125
1268545500.0,,,9.9,0.125
1268547300.0,,,10.4,0.125
1268549100.0,,,10.3,0.125
1268550900.0,,,9.8,0.125
1268552700.0,,,9.4,0.125
1268554500.0,,,9.8,0.125
1268556300.0,,,10.4,0.125
1268558100.0,,,11.1,0.125
1268559900.0,,,10.9,0.125
1268561700.0,,,10.8,0.125
1268563500.0,,,10.7,0.125
1268565300.0,,,10.1,0.125
1268567100.0,,,9.2,0.125
1268568900.0,,,8.1,0.125
1268570700.0,,,7.7,0.125
1268572500.0,,,6.9,0.125
1268574300.0,,,6.7,0.125
1268576100.0,,,7.1,0.125
1268577900.0,,,6.7,0.125
1268579700.0,,,6.0,0.125
1268581500.0,,,5.3,0.125
1268583300.0,,,4.5,0.125
1268585100.0,,,3.2,0.125
1268586900.0,,,2.9,0.125
1268588700.0,,,2.8,0.125
1268590500.0,,,2.5,0.125
1268592300.0,,,2.6,0.125
1268594100.0,,,2.4,0.125
1268595900.0,,,2.6,0.125
1268597700.0,,,3.1,0.125
1268599500.0,,,3.7,0.125
1268601300.0,,,3.2,0.125
1268603100.0,,,3.1,0.125
1268604900.0,,,3.9,0.125
1268606700.0,,,4.1,0.125
1268608500.0,,,4.1,0.125
1268610300.0,,,4.1,0.125
1268612100.0,,,4.1,0.125
1268613900.0,,,3.9,0.125
1268615700.0,,,3.9,0.125
1268617500.0,,,4.7,0.125
1268619300.0,,,4.9,0.125
1268621100.0,,,4.8,0.125
1268622900.0,,,4.7,0.125
1268624700.0,,,4.0,0.125
1268626500.0,,,4.1,0.125
1268628300.0,,,4.4,0.125
1268630100.0,,,4.2,0.125
1268631900.0,,,4.4,0.125
1268633700.0,,,5.0,0.125
1268635500.0,,,5.6,0.125
1268637300.0,,,5.5,0.125
1268639100.0,,,5.8,0.125
1268640900.0,,,7.0,0.125
1268642700.0,,,6.9,0.125
1268644500.0,,,6.6,0.125
1268646300.0,,,6.9,0.125
1268648100.0,,,6.9,0.125
1268649900.0,,,6.5,0.125
1268651700.0,,,6.7,0.125
1268653500.0,,,6.4,0.125
1268655300.0,,,6.5,0.125
1268657100.0,,,6.6,0.125
1268658900.0,,,5.3,0.125
1268660700.0,,,4.7,0.125
1268662500.0,,,4.2,0.125
1268664300.0,,,3.5,0.125
1268666100.0,,,3.2,0.125
1268667900.0,,,3.2,0.125
1268669700.0,,,2.6,0.125
1268671500.0,,,2.6,0.125
1268673300.0,,,3.4,0.125
1268675100.0,,,3.1,0.125
1268676900.0,,,2.7,0.125
1268678700.0,,,2.8,0.125
1268680500.0,,,2.9,0.125
1268682300.0,,,2.9,0.125
1268684100.0,,,2.9,0.125
1268685900.0,,,3.6,0.125
1268687700.0,,,3.5,0.125
1268689500.0,,,3.3,0.125
1268691300.0,,,3.8,0.125
1268693100.0,,,4.1,0.125
1268694900.0,,,3.9,0.125
1268696700.0,,,3.8,0.125
1268698500.0,,,4.0,0.125
1268700300.0,,,4.0,0.125
1268702100.0,,,3.5,0.125
1268703900.0,,,3.6,0.125
1268705700.0,,,3.9,0.125
1268707500.0,,,4.7,0.125
1268709300.0,,,4.9,0.125
1268711100.0,,,4.2,0.125
1268712900.0,,,4.2,0.125
1268714700.0,,,4.1,0.125
1268716500.0,,,4.2,0.125
1268718300.0,,,4.8,0.125
1268720100.0,,,5.2,0.125
1268721900.0,,,5.3,0.125
1268723700.0,,,4.8,0.125
1268725500.0,,,4.6,0.125
1268727300.0,,,5.0,0.125
1268729100.0,,,4.8,0.125
1268730900.0,,,4.7,0.125
1268732700.0,,,5.0,0.125
1268734500.0,,,4.5,0.125
1268736300.0,,,3.9,0.125
1268738100.0,,,4.2,0.125
1268739900.0,,,4.1,0.125
1268741700.0,,,3.8,0.125
1268743500.0,,,3.9,0.125
1268745300.0,,,3.1,0.125
1268747100.0,,,3.3,0.125
1268748900.0,,,4.2,0.125
1268750700.0,,,4.4,0.125
1268752500.0,,,4.0,0.125
1268754300.0,,,3.5,0.125
1268756100.0,,,3.1,0.125
1268757900.0,,,3.6,0.125
1268759700.0,,,4.5,0.125
1268761500.0,,,4.9,0.125
1268763300.0,,,5.2,0.125
1268765100.0,,,5.2,0.125
1268766900.0,,,4.9,0.125
1268768700.0,,,4.3,0.125
1268770500.0,,,4.3,0.125
1268772300.0,,,4.7,0.125
1268774100.0,,,4.5,0.125
1268775900.0,,,4.6,0.125
1268777700.0,,,4.6,0.125
1268779500.0,,,4.3,0.125
1268781300.0,,,4.6,0.125
1268783100.0,,,4.2,0.125
1268784900.0,,,4.2,0.125
1268786700.0,,,4.7,0.125
1268788500.0,,,4.2,0.125
1268790300.0,,,4.6,0.125
1268792100.0,,,4.5,0.125
1268793900.0,,,4.1,0.125
1268795700.0,,,3.8,0.125
1268797500.0,,,2.7,0.125
1268799300.0,,,2.6,0.125
1268801100.0,,,2.8,0.125
1268802900.0,,,2.7,0.125
1268804700.0,,,2.9,0.125
1268806500.0,,,3.4,0.125
1268808300.0,,,3.3,0.125
1268810100.0,,,2.9,0.125
1268811900.0,,,3.1,0.125
1268813700.0,,,3.3,0.125
1268815500.0,,,3.4,0.125
1268817300.0,,,3.2,0.125
1268819100.0,,,3.2,0.125
1268820900.0,,,2.8,0.125
1268822700.0,,,2.4,0.125
1268824500.0,,,2.8,0.125
1268826300.0,,,2.6,0.125
1268828100.0,,,2.5,0.125
1268829900.0,,,2.7,0.125
1268831700.0,,,1.6,0.125
1268833500.0,,,1.7,0.125
1268835300.0,,,2.8,0.125
1268837100.0,,,2.6,0.125
1268838900.0,,,1.9,0.125
1268840700.0,,,1.6,0.125
1268842500.0,,,1.6,0.125
1268844300.0,,,2.1,0.125
1268846100.0,,,2.9,0.125
1268847900.0,,,3.5,0.125
1268849700.0,,,3.7,0.125
1268851500.0,,,3.4,0.125
1268853300.0,,,3.4,0.125
1268855100.0,,,3.0,0.125
1268856900.0,,,2.9,0.125
1268858700.0,,,3.4,0.125
1268860500.0,,,3.6,0.125
1268862300.0,,,4.0,0.125
1268864100.0,,,4.6,0.125
1268865900.0,,,4.8,0.125
1268867700.0,,,5.2,0.125
1268869500.0,,,5.4,0.125
1268871300.0,,,5.5,0.125
1268873100.0,,,5.5,0.125
1268874900.0,,,5.6,0.125
1268876700.0,,,6.3,0.125
1268878500.0,,,6.4,0.125
1268880300.0,,,6.4,0.125
1268882100.0,,,6.2,0.125
1268883900.0,,,5.6,0.125
1268885700.0,,,5.9,0.125
1268887500.0,,,5.8,0.125
1268889300.0,,,5.7,0.125
1268891100.0,,,5.8,0.125
1268892900.0,,,6.1,0.125
1268894700.0,,,5.9,0.125
1268896500.0,,,5.3,0.125
1268898300.0,,,5.4,0.125
1268900100.0,,,5.9,0.125
1268901900.0,,,6.0,0.125
1268903700.0,,,5.9,0.125
1268905500.0,,,6.1,0.125
1268907300.0,,,6.1,0.125
1268909100.0,,,6.0,0.125
1268910900.0,,,7.0,0.125
1268912700.0,,,7.2,0.225
1268914500.0,,,6.8,0.125
1268916300.0,,,6.1,0.125
1268918100.0,,,5.0,0.125
1268919900.0,,,5.7,0.125
1268921700.0,,,6.7,0.125
1268923500.0,,,6.8,0.125
1268925300.0,,,6.4,0.125
1268927100.0,,,6.0,0.125
1268928900.0,,,5.9,0.125
1268930700.0,,,6.1,0.125
1268932500.0,,,6.2,0.125
1268934300.0,,,6.5,0.125
1268936100.0,,,6.8,0.125
1268937900.0,,,6.3,0.125
1268939700.0,,,5.8,0.125
1268941500.0,,,5.6,0.125
1268943300.0,,,6.0,0.125
1268945100.0,,,5.6,0.125
1268946900.0,,,5.1,0.125
1268948700.0,,,5.8,0.125
1268950500.0,,,6.5,0.125
1268952300.0,,,6.2,0.125
1268954100.0,,,6.3,0.125
1268955900.0,,,6.5,0.125
1268957700.0,,,6.4,0.125
1268959500.0,,,7.0,0.125
1268961300.0,,,7.0,0.125
1268963100.0,,,6.5,0.125
1268964900.0,,,6.0,0.125
1268966700.0,,,5.8,0.125
1268968500.0,,,5.3,0.125
1268970300.0,,,4.3,0.125
1268972100.0,,,4.6,0.125
1268973900.0,,,4.7,0.125
1268975700.0,,,4.5,0.125
1268977500.0,,,5.4,0.125
1268979300.0,,,5.9,0.125
1268981100.0,,,5.7,0.125
1268982900.0,,,5.5,0.125
1268984700.0,,,5.6,0.125
1268986500.0,,,5.9,0.125
1268988300.0,,,6.3,0.125
1268990100.0,,,6.6,0.125
1268991900.0,,,7.0,0.125
1268993700.0,,,7.2,0.125
1268995500.0,,,7.3,0.125
1268997300.0,,,7.4,0.125
1268999100.0,,,7.5,0.125
1269000900.0,,,8.3,0.125
1269002700.0,,,8.4,0.125
1269004500.0,,,8.0,0.125
1269006300.0,,,8.9,0.125
1269008100.0,,,9.9,0.125
1269009900.0,,,10.0,0.125
1269011700.0,,,9.0,0.125
1269013500.0,,,8.4,0.125
1269015300.0,,,8.9,0.125
1269017100.0,,,10.1,0.125
1269018900.0,,,10.8,0.125
1269020700.0,,,11.2,0.125
1269022500.0,,,12.3,0.125
1269024300.0,,,13.7,0.125
1269026100.0,,,14.2,0.125
1269027900.0,,,14.1,0.125
1269029700.0,,,13.6,0.125
1269031500.0,,,12.7,0.125
1269033300.0,,,12.1,0.125
1269035100.0,,,11.3,0.125
1269036900.0,,,11.4,0.125
1269038700.0,,,10.9,0.125
1269040500.0,,,10.4,0.125
1269042300.0,,,10.0,0.125
1269044100.0,,,10.0,0.125
1269045900.0,,,10.0,0.125
1269047700.0,,,10.0,0.125
1269049500.0,,,10.0,0.125
1269051300.0,,,9.1,0.125
1269053100.0,,,9.2,0.125
1269054900.0,,,9.3,0.125
1269056700.0,,,9.1,0.125
1269058500.0,,,9.9,0.125
1269060300.0,,,9.2,0.125
1269062100.0,,,8.5,0.125
1269063900.0,,,7.9,0.125
1269065700.0,,,7.2,0.125
1269067500.0,,,6.7,0.125
1269069300.0,,,5.5,0.125
1269071100.0,,,5.1,0.125
1269072900.0,,,4.8,0.125
1269074700.0,,,4.1,0.125
1269076500.0,,,3.6,0.125
1269078300.0,,,2.9,0.125
1269080100.0,,,2.2,0.125
1269081900.0,,,2.5,0.125
1269083700.0,,,3.3,0.125
1269085500.0,,,3.7,0.125
1269087300.0,,,4.2,0.125
1269089100.0,,,3.7,0.125
1269090900.0,,,3.1,0.125
1269092700.0,,,3.3,0.125
1269094500.0,,,3.3,0.125
1269096300.0,,,3.2,0.125
1269098100.0,,,2.8,0.125
1269099900.0,,,2.5,0.125
1269101700.0,,,2.7,0.125
1269103500.0,,,3.4,0.125
1269105300.0,,,3.1,0.125
1269107100.0,,,2.9,0.125
1269108900.0,,,3.2,0.125
1269110700.0,,,3.1,0.125
1269112500.0,,,2.6,0.125
1269114300.0,,,2.5,0.125
1269116100.0,,,2.7,0.125
1269117900.0,,,1.9,0.125
1269119700.0,,,1.5,0.125
1269121500.0,,,2.0,0.125
1269123300.0,,,1.7,0.125
1269125100.0,,,1.2,0.125
1269126900.0,,,1.7,0.125
1269128700.0,,,1.8,0.125
1269130500.0,,,1.9,0.125
1269132300.0,,,2.1,0.125
1269134100.0,,,2.1,0.125
1269135900.0,,,1.8,0.125
1269137700.0,,,2.3,0.125
1269139500.0,,,3.0,0.125
1269141300.0,,,2.3,0.125
1269143100.0,,,2.2,0.125
1269144900.0,,,2.1,0.125
1269146700.0,,,2.2,0.125
1269148500.0,,,2.6,0.125
1269150300.0,,,2.6,0.125
1269152100.0,,,2.7,0.125
1269153900.0,,,2.4,0.125
1269155700.0,,,2.1,0.125
1269157500.0,,,2.7,0.125
1269159300.0,,,2.7,0.125
1269161100.0,,,2.6,0.125
1269162900.0,,,2.8,0.125
1269164700.0,,,2.8,0.125
1269166500.0,,,2.6,0.125
1269168300.0,,,2.6,0.125
1269170100.0,,,2.6,0.125
1269171900.0,,,2.4,0.125
1269173700.0,,,2.4,0.125
1269175500.0,,,1.7,0.125
1269177300.0,,,1.4,0.125
1269179100.0,,,1.9,0.125
1269180900.0,,,2.0,0.125
1269182700.0,,,1.8,0.125
1269184500.0,,,1.2,0.125
1269186300.0,,,1.1,0.125
1269188100.0,,,1.5,0.125
1269189900.0,,,2.0,0.125
1269191700.0,,,1.9,0.125
1269193500.0,,,2.1,0.125
1269195300.0,,,2.6,0.125
1269197100.0,,,2.5,0.125
1269198900.0,,,1.9,0.125
1269200700.0,,,1.8,0.125
1269202500.0,,,2.2,0.125
1269204300.0,,,2.0,0.125
1269206100.0,,,2.2,0.125
1269207900.0,,,2.8,0.125
1269209700.0,,,2.7,0.125
1269211500.0,,,2.3,0.125
1269213300.0,,,2.2,0.125
1269215100.0,,,2.3,0.125
1269216900.0,,,2.4,0.125
1269218700.0,,,2.4,0.125
1269220500.0,,,2.8,0.125
1269222300.0,,,2.9,0.125
1269224100.0,,,3.0,0.125
1269225900.0,,,2.8,0.125
1269227700.0,,,2.0,0.125
1269229500.0,,,2.0,0.125
1269231300.0,,,2.3,0.125
1269233100.0,,,2.3,0.125
1269234900.0,,,2.4,0.125
1269236700.0,,,2.8,0.125
1269238500.0,,,3.0,0.125
1269240300.0,,,2.7,0.125
1269242100.0,,,2.8,0.125
1269243900.0,,,3.9,0.125
1269245700.0,,,4.2,0.125
1269247500.0,,,4.0,0.125
1269249300.0,,,4.0,0.125
1269251100.0,,,3.7,0.125
1269252900.0,,,3.4,0.125
1269254700.0,,,3.6,0.125
1269256500.0,,,3.6,0.125
1269258300.0,,,3.6,0.125
1269260100.0,,,4.0,0.125
1269261900.0,,,3.4,0.125
1269263700.0,,,3.5,0.125
1269265500.0,,,4.2,0.125
1269267300.0,,,4.4,0.125
1269269100.0,,,4.3,0.125
1269270900.0,,,4.1,0.125
1269272700.0,,,4.1,0.125
1269274500.0,,,4.7,0.125
1269276300.0,,,5.5,0.125
1269278100.0,,,5.6,0.125
1269279900.0,,,5.9,0.125
1269281700.0,,,6.1,0.125
1269283500.0,,,6.2,0.125
1269285300.0,,,6.2,0.125
1269287100.0,,,6.2,0.125
1269288900.0,,,6.3,0.125
1269290700.0,,,5.7,0.125
1269292500.0,,,5.5,0.125
1269294300.0,,,6.3,0.125
1269296100.0,,,6.6,0.125
1269297900.0,,,6.5,0.125
1269299700.0,,,6.6,0.125
1269301500.0,,,7.7,0.125
1269303300.0,,,8.8,0.125
1269305100.0,,,9.0,0.125
1269306900.0,,,9.8,0.125
1269308700.0,,,10.3,0.125
1269310500.0,,,10.5,0.125
1269312300.0,,,11.1,0.125
1269314100.0,,,10.9,0.125
1269315900.0,,,11.3,0.125
1269317700.0,,,11.8,0.125
1269319500.0,,,11.9,0.125
1269321300.0,,,12.1,0.125
1269323100.0,,,13.0,0.125
1269324900.0,,,12.9,0.125
1269326700.0,,,13.8,0.125
1269328500.0,,,17.0,0.125
1269330300.0,,,17.7,0.125
1269332100.0,,,16.5,0.125
1269350100.0,,,18.5,0.325
1269351900.0,,,19.1,0.125
1269353700.0,,,20.4,0.125
1269355500.0,,,19.9,0.125
1269357300.0,,,18.1,0.625
1269359100.0,,,16.9,0.625
1269360900.0,,,16.2,0.125
1269362700.0,,,16.3,0.125
1269364500.0,,,16.9,0.225
1269371700.0,,,16.9,0.125
1269373500.0,,,17.1,0.125
1269375300.0,,,18.6,0.125
1269377100.0,,,19.3,0.125
1269378900.0,,,18.7,0.125
1269380700.0,,,18.6,0.125
1269382500.0,,,18.3,0.125
1269384300.0,,,17.9,0.125
1269386100.0,,,17.6,0.125
1269387900.0,,,16.9,0.125
1269389700.0,,,17.1,0.125
1269391500.0,,,16.7,0.125
1269393300.0,,,15.9,0.125
1269395100.0,,,15.8,0.125
1269396900.0,,,15.2,0.125
1269398700.0,,,14.1,0.125
1269400500.0,,,12.4,0.125
1269402300.0,,,11.4,0.125
1269404100.0,,,10.9,0.125
1269405900.0,,,10.3,0.125
1269407700.0,,,10.2,0.125
1269409500.0,,,10.6,0.125
1269411300.0,,,10.7,0.125
1269413100.0,,,10.2,0.125
1269414900.0,,,9.8,0.125
1269416700.0,,,10.1,0.125
1269418500.0,,,10.1,0.125
1269420300.0,,,10.1,0.125
1269422100.0,,,9.9,0.125
1269423900.0,,,9.0,0.125
1269425700.0,,,8.4,0.125
1269427500.0,,,9.2,0.125
1269429300.0,,,9.1,0.125
1269431100.0,,,8.2,0.125
1269432900.0,,,8.2,0.125
1269434700.0,,,7.3,0.125
1269436500.0,,,8.0,0.125
1269438300.0,,,9.1,0.125
1269440100.0,,,8.5,0.125
1269441900.0,,,7.9,0.125
1269443700.0,,,7.5,0.125
1269445500.0,,,7.3,0.125
1269447300.0,,,7.6,0.125
1269449100.0,,,7.9,0.125
1269450900.0,,,7.6,0.125
1269452700.0,,,7.5,0.125
1269454500.0,,,7.5,0.125
1269456300.0,,,6.7,0.125
1269458100.0,,,5.9,0.125
1269459900.0,,,5.8,0.125
1269461700.0,,,6.1,0.125
1269463500.0,,,6.3,0.125
1269465300.0,,,7.1,0.125
1269467100.0,,,7.5,0.125
1269468900.0,,,6.6,0.125
1269470700.0,,,5.4,0.125
1269472500.0,,,4.5,0.125
1269474300.0,,,4.6,0.125
1269476100.0,,,5.2,0.125
1269477900.0,,,4.7,0.125
1269479700.0,,,4.9,0.125
1269481500.0,,,4.8,0.125
1269483300.0,,,4.6,0.125
1269485100.0,,,4.2,0.125
1269486900.0,,,4.0,0.125
1269488700.0,,,4.4,0.125
1269490500.0,,,3.7,0.125
1269492300.0,,,3.6,0.125
1269494100.0,,,4.3,0.125
1269495900.0,,,4.4,0.125
1269497700.0,,,4.7,0.125
1269499500.0,,,4.4,0.125
1269501300.0,,,4.5,0.125
1269503100.0,,,5.0,0.125
1269504900.0,,,5.3,0.125
1269506700.0,,,5.4,0.125
1269508500.0,,,5.2,0.125
1269510300.0,,,4.7,0.125
1269512100.0,,,4.8,0.125
1269513900.0,,,5.2,0.125
1269515700.0,,,5.1,0.125
1269517500.0,,,5.6,0.125
1269519300.0,,,5.1,0.125
1269521100.0,,,3.6,0.125
1269522900.0,,,3.7,0.125
1269524700.0,,,3.7,0.125
1269526500.0,,,3.2,0.125
1269528300.0,,,2.8,0.125
1269530100.0,,,2.8,0.125
1269531900.0,,,3.3,0.125
1269533700.0,,,3.5,0.125
1269535500.0,,,3.6,0.125
1269537300.0,,,3.5,0.125
1269539100.0,,,3.7,0.125
1269540900.0,,,3.5,0.125
1269542700.0,,,3.1,0.125
1269544500.0,,,2.8,0.125
1269546300.0,,,2.9,0.125
1269548100.0,,,2.7,0.125
1269549900.0,,,2.3,0.125
1269551700.0,,,2.5,0.125
1269553500.0,,,2.5,0.125
1269555300.0,,,2.4,0.125
1269557100.0,,,2.9,0.125
1269558900.0,,,3.1,0.125
1269560700.0,,,3.1,0.125
1269562500.0,,,3.3,0.125
1269564300.0,,,3.0,0.125
1269566100.0,,,3.2,0.125
1269567900.0,,,3.3,0.125
1269569700.0,,,3.0,0.125
1269571500.0,,,2.2,0.125
1269573300.0,,,1.5,0.125
1269575100.0,,,1.8,0.125
1269576900.0,,,2.2,0.125
1269578700.0,,,2.7,0.125
1269580500.0,,,2.8,0.125
1269582300.0,,,2.5,0.125
1269584100.0,,,2.4,0.125
1269585900.0,,,2.2,0.125
1269587700.0,,,2.1,0.125
1269589500.0,,,2.2,0.125
1269591300.0,,,2.3,0.125
1269593100.0,,,3.1,0.125
1269594900.0,,,4.0,0.125
1269596700.0,,,3.7,0.125
1269598500.0,,,3.8,0.125
1269600300.0,,,5.3,0.125
1269602100.0,,,5.5,0.125
1269603900.0,,,5.6,0.125
1269605700.0,,,5.2,0.125
1269607500.0,,,4.3,0.125
1269609300.0,,,4.8,0.125
1269611100.0,,,5.5,0.125
1269612900.0,,,5.6,0.125
1269614700.0,,,4.7,0.125
1269616500.0,,,3.5,0.125
1269618300.0,,,2.5,0.125
1269620100.0,,,2.6,0.125
1269621900.0,,,2.9,0.125
1269623700.0,,,2.8,0.125
1269625500.0,,,3.2,0.125
1269627300.0,,,3.6,0.125
1269629100.0,,,4.0,0.125
1269630900.0,,,3.5,0.125
1269632700.0,,,3.5,0.125
1269634500.0,,,3.7,0.125
1269636300.0,,,3.1,0.125
1269638100.0,,,3.7,0.125
1269639900.0,,,4.6,0.125
1269641700.0,,,4.5,0.125
1269643500.0,,,4.5,0.125
1269645300.0,,,3.6,0.125
1269647100.0,,,3.8,0.125
1269648900.0,,,4.7,0.125
1269650700.0,,,4.2,0.125
1269652500.0,,,3.9,0.125
1269654300.0,,,3.9,0.125
1269656100.0,,,4.7,0.125
1269657900.0,,,4.5,0.125
1269659700.0,,,4.2,0.125
1269661500.0,,,4.6,0.125
1269663300.0,,,4.5,0.125
1269665100.0,,,4.5,0.125
1269666900.0,,,4.7,0.125
1269668700.0,,,5.0,0.125
1269670500.0,,,4.9,0.125
1269672300.0,,,4.3,0.125
1269674100.0,,,4.4,0.125
1269675900.0,,,5.0,0.125
1269677700.0,,,5.3,0.125
1269679500.0,,,5.4,0.125
1269681300.0,,,5.2,0.125
1269683100.0,,,4.7,0.125
1269684900.0,,,4.9,0.125
1269686700.0,,,5.4,0.125
1269688500.0,,,5.6,0.125
1269690300.0,,,6.4,0.125
1269692100.0,,,5.7,0.125
1269693900.0,,,4.7,0.125
1269695700.0,,,5.4,0.125
1269697500.0,,,6.4,0.125
1269699300.0,,,6.1,0.125
1269701100.0,,,5.1,0.125
1269702900.0,,,5.1,0.125
1269704700.0,,,5.1,0.125
1269706500.0,,,5.0,0.125
1269708300.0,,,4.8,0.125
1269710100.0,,,4.7,0.125
1269711900.0,,,4.7,0.125
1269713700.0,,,5.0,0.125
1269715500.0,,,4.8,0.125
1269717300.0,,,3.5,0.125
1269719100.0,,,3.4,0.125
1269720900.0,,,3.4,0.125
1269722700.0,,,3.2,0.125
1269724500.0,,,3.6,0.125
1269726300.0,,,3.7,0.125
1269728100.0,,,3.3,0.125
1269729900.0,,,2.8,0.125
1269731700.0,,,2.8,0.125
1269733500.0,,,3.2,0.125
1269735300.0,,,3.5,0.125
1269737100.0,,,3.6,0.125
1269738900.0,,,3.8,0.125
1269740700.0,,,4.1,0.125
1269742500.0,,,4.4,0.125
1269744300.0,,,4.0,0.125
1269746100.0,,,3.7,0.125
1269747900.0,,,3.5,0.125
1269749700.0,,,2.7,0.125
1269751500.0,,,2.3,0.125
1269753300.0,,,2.2,0.125
1269755100.0,,,2.3,0.125
1269756900.0,,,2.0,0.125
1269758700.0,,,1.5,0.125
1269760500.0,,,1.8,0.125
1269762300.0,,,1.8,0.125
1269764100.0,,,1.7,0.125
1269765900.0,,,1.9,0.125
1269767700.0,,,1.7,0.125
1269769500.0,,,1.2,0.125
1269771300.0,,,1.4,0.125
1269773100.0,,,1.6,0.125
1269774900.0,,,1.5,0.125
1269776700.0,,,1.8,0.125
1269778500.0,,,1.1,0.125
1269780300.0,,,0.6,0.125
1269782100.0,,,1.3,0.125
1269783900.0,,,1.7,0.125
1269785700.0,,,1.3,0.125
1269787500.0,,,0.8,0.125
1269789300.0,,,1.1,0.125
1269791100.0,,,1.3,0.125
1269792900.0,,,1.7,0.125
1269794700.0,,,1.5,0.125
1269796500.0,,,1.2,0.125
1269798300.0,,,1.2,0.125
1269800100.0,,,1.2,0.125
1269801900.0,,,1.2,0.125
1269803700.0,,,1.1,0.125
1269805500.0,,,1.6,0.125
1269807300.0,,,1.5,0.125
1269809100.0,,,1.4,0.125
1269810900.0,,,1.9,0.125
1269812700.0,,,2.1,0.125
1269814500.0,,,2.0,0.125
1269816300.0,,,2.6,0.125
1269818100.0,,,2.3,0.125
1269819900.0,,,1.7,0.125
1269821700.0,,,2.5,0.125
1269823500.0,,,3.2,0.125
1269825300.0,,,2.8,0.125
1269827100.0,,,2.7,0.125
1269828900.0,,,3.2,0.125
1269830700.0,,,2.6,0.125
1269832500.0,,,2.5,0.125
1269834300.0,,,2.7,0.125
1269836100.0,,,2.5,0.125
1269837900.0,,,2.2,0.125
1269839700.0,,,2.1,0.125
1269841500.0,,,2.7,0.125
1269843300.0,,,2.9,0.125
1269845100.0,,,2.0,0.125
1269846900.0,,,1.8,0.125
1269848700.0,,,1.9,0.125
1269850500.0,,,1.9,0.125
1269852300.0,,,2.0,0.125
1269854100.0,,,1.6,0.125
1269855900.0,,,1.1,0.125
1269857700.0,,,1.7,0.125
1269859500.0,,,1.9,0.125
1269861300.0,,,1.7,0.125
1269863100.0,,,2.2,0.125
1269864900.0,,,1.5,0.125
1269866700.0,,,1.1,0.125
1269868500.0,,,1.7,0.125
1269870300.0,,,1.9,0.125
1269872100.0,,,1.6,0.125
1269873900.0,,,1.3,0.125
1269875700.0,,,1.4,0.125
1269877500.0,,,1.7,0.125
1269879300.0,,,1.9,0.125
1269881100.0,,,1.9,0.125
1269882900.0,,,2.1,0.125
1269884700.0,,,2.9,0.125
1269886500.0,,,3.4,0.125
1269888300.0,,,2.9,0.125
1269890100.0,,,2.4,0.125
1269891900.0,,,2.7,0.125
1269893700.0,,,2.5,0.125
1269895500.0,,,2.4,0.125
1269897300.0,,,2.9,0.125
1269899100.0,,,2.6,0.125
1269900900.0,,,2.7,0.125
1269902700.0,,,3.5,0.125
1269904500.0,,,3.6,0.125
1269906300.0,,,3.4,0.125
1269908100.0,,,3.6,0.125
1269909900.0,,,4.2,0.125
1269911700.0,,,4.1,0.125
1269913500.0,,,4.2,0.125
1269915300.0,,,4.8,0.125
1269917100.0,,,4.4,0.125
1269918900.0,,,4.4,0.125
1269920700.0,,,4.6,0.125
