date,KITT,P014,SA46,SA48,AZAM
1262304900.0,,3.6,4.2,4.7,
1262306700.0,,3.7,4.0,4.7,
1262308440.0,,3.7,3.4,3.6,
1262310300.0,,3.6,3.6,3.6,
1262312100.0,,3.8,3.3,3.5,
1262313840.0,,3.8,3.2,3.6,
1262315700.0,,3.7,3.3,3.7,
1262317500.0,,3.6,3.0,3.5,
1262319240.0,,3.6,2.9,3.4,
1262321100.0,,3.7,3.4,3.8,
1262322900.0,,3.9,3.3,3.6,
1262324640.0,,3.9,3.5,3.1,
1262326500.0,,3.6,3.7,3.2,
1262328300.0,,3.2,3.6,3.2,
1262330040.0,,3.1,3.5,3.0,
1262331900.0,,3.4,3.9,3.6,
1262333700.0,,3.7,4.0,3.8,
1262335440.0,,3.7,3.4,2.7,
1262337300.0,,3.8,3.5,2.7,
1262339100.0,,3.8,3.8,3.0,
1262340840.0,,3.6,3.9,3.1,
1262342700.0,,3.6,3.9,3.5,
1262344500.0,,3.5,4.3,4.1,
1262346240.0,,4.0,4.1,4.0,
1262348100.0,,4.3,3.8,3.5,
1262349900.0,,4.1,3.7,3.3,
1262351640.0,,3.9,4.0,3.8,
1262353500.0,,3.6,4.3,3.9,
1262355300.0,,3.1,3.8,4.0,
1262357040.0,,3.2,4.0,4.4,
1262358900.0,,3.4,3.8,4.1,
1262360700.0,,3.2,3.3,3.7,
1262362440.0,,3.3,3.8,4.1,
1262364300.0,,3.2,3.9,4.4,
1262366100.0,,3.2,3.8,4.1,
1262367840.0,,3.2,3.8,4.2,
1262369700.0,,3.3,3.3,3.7,
1262371500.0,,3.2,3.4,3.5,
1262373240.0,,3.1,4.3,4.3,
1262375100.0,,3.3,4.4,4.5,
1262376900.0,,3.6,4.0,4.5,
1262378640.0,,3.9,3.9,4.0,
1262380500.0,,3.7,4.2,4.1,
1262382300.0,,4.1,4.6,4.5,
1262384040.0,,4.9,4.4,4.8,
1262385900.0,,4.7,4.2,4.7,
1262387700.0,,4.6,4.7,4.8,
1262389440.0,,4.7,5.0,4.9,
1262391300.0,,5.2,5.3,5.4,
1262393100.0,,5.3,5.4,5.4,
1262394840.0,,5.1,5.4,4.8,
1262396700.0,,5.3,5.8,5.1,
1262398500.0,,5.8,6.1,5.2,
1262400240.0,,5.7,6.2,5.3,
1262402100.0,,6.3,6.2,5.5,
1262403900.0,,6.6,6.5,5.7,
1262405640.0,,6.1,6.8,6.0,
1262407500.0,,6.1,6.7,6.6,
1262409300.0,,6.1,6.7,6.8,
1262411040.0,,6.1,6.8,6.5,
1262412900.0,,6.5,6.9,6.5,
1262414700.0,,6.8,6.8,6.6,
1262416440.0,,6.4,6.9,6.6,
1262418300.0,,6.2,7.1,6.8,
1262420100.0,,6.6,6.7,6.7,
1262421840.0,,6.8,6.7,6.1,
1262423700.0,,6.6,6.9,6.3,
1262425500.0,,6.7,6.9,6.2,
1262427240.0,,6.7,7.1,6.3,
1262429100.0,,6.5,7.0,6.7,
1262430900.0,,6.0,7.1,7.2,
1262432640.0,,6.1,7.2,7.2,
1262434500.0,,6.6,7.1,6.7,
1262436300.0,,6.6,7.3,6.5,
1262438040.0,,6.6,7.7,6.9,
1262439900.0,,7.0,7.8,6.8,
1262441700.0,,6.6,7.6,6.5,
1262443440.0,,6.6,7.7,7.2,
1262445300.0,,7.0,7.2,7.0,
1262447100.0,,7.3,7.2,7.0,
1262448840.0,,6.6,8.0,7.9,
1262450700.0,,6.7,8.0,7.7,
1262452500.0,,7.0,8.0,7.4,
1262454240.0,,7.1,7.8,7.2,
1262456100.0,,7.2,6.8,6.4,
1262457900.0,,7.1,7.0,6.5,
1262459640.0,,5.7,7.5,6.8,
1262461500.0,,5.8,7.3,6.8,
1262463300.0,,5.9,7.1,6.7,
1262465040.0,,5.9,6.6,6.2,
1262466900.0,,6.2,6.2,5.7,
1262468700.0,,6.6,5.9,5.3,
1262470440.0,,6.5,5.7,5.5,
1262472300.0,,6.3,5.6,5.4,
1262474100.0,,5.4,5.6,5.4,
1262475840.0,,5.0,5.6,5.3,
1262477700.0,,4.7,5.7,5.8,
1262479500.0,,4.4,5.7,5.7,
1262481240.0,,4.1,5.3,4.8,
1262483100.0,,4.3,5.3,4.8,
1262484900.0,,4.8,5.5,5.0,
1262486640.0,,4.7,5.1,4.9,
1262488500.0,,4.4,4.9,4.8,
1262490300.0,,4.2,5.0,4.7,
1262492040.0,,4.1,5.0,4.7,
1262493900.0,,4.3,4.9,4.9,
1262495700.0,,4.0,4.5,4.3,
1262497440.0,,3.6,4.5,3.9,
1262499300.0,,3.5,4.4,4.0,
1262501100.0,,3.7,4.1,4.1,
1262502840.0,,3.8,4.1,3.9,
1262504700.0,,3.5,3.9,3.7,
1262506500.0,,3.4,3.7,3.3,
1262508240.0,,3.3,3.9,2.7,
1262510100.0,,3.2,4.2,2.9,
1262511900.0,,3.0,4.1,2.8,
1262513640.0,,2.9,4.0,2.7,
1262515500.0,,2.6,4.1,3.2,
1262517300.0,,2.6,4.5,3.5,
1262519040.0,,3.0,4.2,3.2,
1262520900.0,,2.9,3.7,2.6,
1262522700.0,,2.6,3.5,2.5,
1262524440.0,,2.7,3.8,2.9,
1262526300.0,,2.3,3.7,2.9,
1262528100.0,,2.6,3.3,2.5,
1262529840.0,,3.0,3.9,2.9,
1262531700.0,,2.8,4.0,2.7,
1262533500.0,,2.7,4.1,2.4,
1262535240.0,,2.7,4.7,2.6,
1262537100.0,,2.9,5.2,2.7,
1262538900.0,,3.4,5.8,2.8,
1262540640.0,,4.2,5.6,3.1,
1262542500.0,,4.7,5.0,2.4,
1262544300.0,,4.6,5.3,2.7,
1262546040.0,,4.9,6.0,4.2,
1262547900.0,,5.2,5.8,4.6,
1262549700.0,,5.2,5.7,4.5,
1262551440.0,,5.2,6.0,4.5,
1262553300.0,,5.2,5.8,4.4,
1262555100.0,,5.8,5.5,4.7,
1262556840.0,,5.8,5.2,5.2,
1262558700.0,,5.5,5.1,5.5,
1262560500.0,,5.1,5.2,5.9,
1262562240.0,,4.8,5.5,6.0,
1262564100.0,,5.2,5.7,6.2,
1262565900.0,,5.2,5.8,5.9,
1262567640.0,,4.7,5.7,5.4,
1262569500.0,,4.8,5.6,5.3,
1262571300.0,,5.5,5.8,5.3,
1262573040.0,,5.5,5.9,5.3,
1262574900.0,,5.1,5.8,5.4,
1262576700.0,,5.2,5.9,5.1,
1262578440.0,,5.4,6.1,5.3,
1262580300.0,,5.4,6.0,5.9,
1262582100.0,,5.4,6.1,5.8,
1262583840.0,,5.4,6.5,5.7,
1262585700.0,,5.4,6.5,5.6,
1262587500.0,,5.3,6.4,5.5,
1262589240.0,,5.2,6.5,5.5,
1262591100.0,,5.4,6.5,6.1,
1262592900.0,,5.3,6.1,5.9,
1262594640.0,,5.3,6.0,5.2,
1262596500.0,,5.1,6.3,5.6,
1262598300.0,,4.9,6.4,5.8,
1262600040.0,,5.2,6.3,5.5,
1262601900.0,,5.0,6.1,5.6,
1262603700.0,,4.8,6.2,5.8,
1262605440.0,,5.3,6.0,5.6,
1262607300.0,,5.2,5.7,5.0,
1262609100.0,,5.0,5.5,4.8,
1262610840.0,,4.9,5.7,5.0,
1262612700.0,,4.2,6.0,5.0,
1262614500.0,,3.9,5.8,4.8,
1262616240.0,,4.5,5.6,4.8,
1262618100.0,,4.5,5.3,4.4,
1262619900.0,,4.1,5.3,4.4,
1262621640.0,,3.8,5.3,4.9,
1262623500.0,,4.0,5.1,5.1,
1262625300.0,,4.1,5.5,5.3,
1262627040.0,,4.4,5.5,5.1,
1262628900.0,,4.5,4.9,4.3,
1262630700.0,,4.2,5.2,4.1,
1262632440.0,,4.5,5.4,4.4,
1262634300.0,,4.6,5.1,4.1,
1262636100.0,,4.6,5.2,4.1,
1262637840.0,,4.4,5.3,4.2,
1262639700.0,,4.3,4.8,4.1,
1262641500.0,,4.1,4.4,4.0,
1262643240.0,,3.4,4.4,4.2,
1262645100.0,,3.5,4.5,4.1,
1262646900.0,,3.7,4.7,4.2,
1262648640.0,,3.9,4.5,4.0,
1262650500.0,,4.0,4.3,4.1,
1262652300.0,,4.0,4.4,4.2,
1262654040.0,,4.0,4.4,3.9,
1262655900.0,,4.3,4.2,3.6,
1262657700.0,,4.6,4.6,3.8,
1262659440.0,,4.1,4.6,3.9,
1262661300.0,,4.0,4.3,4.0,
1262663100.0,,4.1,4.6,4.0,
1262664840.0,,4.0,4.8,4.3,
1262666700.0,,4.1,4.7,5.9,
1262668500.0,,3.9,4.7,5.5,
1262670240.0,,3.1,4.9,4.2,
1262672100.0,,3.1,4.9,4.3,
1262673900.0,,3.7,4.6,4.0,
1262675640.0,,3.6,4.4,3.9,
1262677500.0,,3.7,4.9,4.5,
1262679300.0,,3.9,4.6,4.3,
1262681040.0,,3.8,4.7,3.8,
1262682900.0,,3.8,5.2,3.9,
1262684700.0,,3.9,5.0,4.0,
1262686440.0,,4.1,4.9,3.9,
1262688300.0,,4.1,5.2,4.3,
1262690100.0,,4.1,5.2,4.4,
1262691840.0,,4.4,5.2,4.2,
1262693700.0,,4.4,5.1,3.7,
1262695500.0,,4.1,5.0,3.6,
1262697240.0,,3.8,5.1,3.7,
1262699100.0,,3.1,5.1,3.4,
1262700900.0,,3.0,4.9,3.5,
1262702640.0,,3.5,4.8,3.6,
1262704500.0,,3.4,4.3,3.2,
1262706300.0,,3.1,3.9,3.1,
1262708040.0,,2.5,4.0,3.1,
1262709900.0,,2.5,4.1,3.2,
1262711700.0,,2.5,4.4,3.8,
1262713440.0,,2.6,4.2,3.7,
1262715300.0,,2.3,3.9,3.5,
1262717100.0,,2.0,4.5,3.9,
1262718840.0,,3.0,4.9,4.2,
1262720700.0,,3.7,4.6,4.2,
1262722500.0,,4.0,4.7,4.0,
1262724240.0,,4.0,4.7,3.9,
1262726100.0,,4.4,4.6,3.6,
1262727900.0,,4.4,4.7,3.8,
1262729640.0,,4.2,5.0,4.0,
1262731500.0,,4.1,5.1,3.9,
1262733300.0,,3.9,4.9,3.8,
1262735040.0,,4.1,4.3,3.7,
1262736900.0,,4.4,4.1,3.8,
1262738700.0,,4.2,4.4,3.7,
1262740440.0,,4.1,4.5,3.5,
1262742300.0,,4.2,4.3,3.2,
1262744100.0,,4.3,4.3,3.3,
1262745840.0,,4.0,4.5,3.4,
1262747700.0,,3.5,4.4,3.1,
1262749500.0,,3.3,4.3,3.0,
1262751240.0,,3.2,4.8,3.5,
1262753100.0,,3.3,4.6,3.3,
1262754900.0,,3.2,4.3,2.8,
1262756640.0,,3.1,4.7,3.4,
1262758500.0,,3.4,4.8,3.8,
1262760300.0,,3.6,4.6,3.4,
1262762040.0,,3.4,4.4,3.0,
1262763900.0,,3.4,4.4,3.2,
1262765700.0,,3.4,4.2,2.7,
1262767440.0,,3.1,4.2,2.3,
1262769300.0,,2.9,4.3,2.3,
1262771100.0,,2.7,4.3,2.5,
1262772840.0,,2.7,4.0,2.7,
1262774700.0,,2.6,3.9,2.9,
1262776500.0,,2.8,3.9,3.2,
1262778240.0,,3.1,3.9,3.0,
1262780100.0,,3.0,3.8,2.7,
1262781900.0,,2.9,3.5,2.7,
1262783640.0,,3.2,3.7,2.9,
1262785500.0,,3.1,3.6,2.7,
1262787300.0,,2.9,3.7,2.8,
1262789040.0,,3.2,3.6,2.8,
1262790900.0,,3.0,3.5,2.6,
1262792700.0,,3.0,4.0,3.0,
1262794440.0,,3.1,4.0,3.1,
1262796300.0,,3.0,3.9,3.1,
1262798100.0,,2.9,4.3,3.7,
1262799840.0,,3.2,4.3,3.6,
1262801700.0,,3.3,3.9,3.3,
1262803500.0,,2.9,4.3,3.6,
1262805240.0,,3.8,4.5,4.0,
1262807100.0,,4.6,4.5,4.3,
1262808900.0,,4.5,4.6,4.1,
1262810640.0,,4.1,4.6,3.7,
1262812500.0,,4.0,4.4,3.6,
1262814300.0,,3.9,4.3,4.3,
1262816040.0,,3.8,4.5,4.4,
1262817900.0,,3.9,5.0,4.5,
1262819700.0,,4.0,5.0,4.6,
1262821440.0,,4.3,4.9,4.4,
1262823300.0,,4.6,5.1,4.4,
1262825100.0,,4.8,5.3,4.4,
1262826840.0,,4.9,5.6,4.6,
1262828700.0,,5.1,5.8,4.8,
1262830500.0,,5.1,6.1,5.5,
1262832240.0,,4.8,5.8,5.9,
1262834100.0,,4.9,5.4,5.6,
1262835900.0,,4.9,5.4,5.3,
1262837640.0,,5.0,5.6,5.6,
1262839500.0,,5.0,5.5,6.0,
1262841300.0,,5.1,5.5,6.1,
1262843040.0,,5.2,5.6,6.5,
1262844900.0,,5.2,6.0,6.8,
1262846700.0,,5.2,6.3,6.6,
1262848440.0,,5.6,6.8,7.0,
1262850300.0,,6.2,7.3,7.5,
1262852100.0,,6.3,7.0,7.1,
1262853840.0,,6.2,7.0,7.0,
1262855700.0,,6.4,7.4,7.2,
1262857500.0,,6.3,7.5,7.1,
1262859240.0,,6.5,7.2,7.1,
1262861100.0,,6.4,7.5,7.6,
1262862900.0,,6.5,7.4,7.8,
1262864640.0,,6.9,7.1,7.6,
1262866500.0,,6.9,7.4,7.7,
1262868300.0,,6.8,7.3,8.1,
1262870040.0,,6.9,7.6,8.4,
1262871900.0,,7.1,7.7,8.2,
1262873700.0,,7.4,8.0,8.1,
1262875440.0,,7.4,7.9,7.8,
1262877300.0,,7.5,7.9,7.7,
1262879100.0,,7.3,8.3,8.1,
1262880840.0,,6.3,8.0,8.1,
1262882700.0,,5.1,7.7,8.1,
1262884500.0,,4.1,8.2,8.7,
1262886240.0,,5.3,8.3,8.9,
1262888100.0,,7.3,8.1,8.7,
1262889900.0,,7.4,8.6,9.0,
1262891640.0,,7.5,8.8,9.0,
1262893500.0,,7.7,8.2,8.7,
1262895300.0,,8.0,8.0,8.5,
1262897040.0,,8.1,8.1,8.2,
1262898900.0,,8.1,7.7,8.0,
1262900700.0,,7.9,7.4,8.0,
1262902440.0,,7.2,7.6,7.9,
1262904300.0,,6.8,7.8,8.1,
1262906100.0,,6.7,7.6,8.1,
1262907840.0,,7.3,7.4,8.2,
1262909700.0,,7.6,7.3,8.6,
1262911500.0,,7.7,7.6,8.5,
1262913240.0,,7.6,7.8,8.4,
1262915100.0,,7.5,8.0,8.3,
1262916900.0,,7.5,8.1,8.1,
1262918640.0,,7.5,7.8,7.7,
1262920500.0,,7.4,7.6,7.4,
1262922300.0,,7.0,7.7,7.5,
1262924040.0,,6.6,7.5,7.4,
1262925900.0,,6.1,7.3,7.0,
1262927700.0,,6.2,7.5,7.1,
1262929440.0,,6.2,7.7,7.3,
1262931300.0,,6.4,8.2,7.9,
1262933100.0,,7.0,8.4,7.7,
1262934840.0,,6.8,7.7,7.1,
1262936700.0,,6.3,7.1,7.2,
1262938500.0,,6.4,6.8,6.6,
1262940240.0,,6.7,7.1,6.6,
1262942100.0,,6.6,7.4,7.0,
1262943900.0,,6.5,7.5,7.1,
1262945640.0,,6.6,7.5,7.4,
1262947500.0,,6.5,7.7,7.6,
1262949300.0,,6.7,7.2,7.0,
1262951040.0,,6.9,6.7,6.2,
1262952900.0,,6.4,6.5,5.9,
1262954700.0,,6.2,6.4,6.6,
1262956440.0,,6.1,6.7,7.0,
1262958300.0,,5.9,6.3,6.5,
1262960100.0,,5.8,5.8,6.7,
1262961840.0,,5.6,5.0,6.0,
1262963700.0,,5.1,4.3,4.9,
1262965500.0,,4.5,4.5,4.6,
1262967240.0,,4.1,4.4,4.8,
1262969100.0,,3.9,4.3,5.2,
1262970900.0,,3.9,4.8,5.6,
1262972640.0,,3.7,4.2,4.7,
1262974500.0,,3.5,3.7,4.2,
1262976300.0,,3.4,4.5,5.0,
1262978040.0,,3.7,5.0,5.3,
1262979900.0,,4.1,5.1,5.2,
1262981700.0,,3.9,4.9,4.8,
1262983440.0,,3.7,4.7,4.7,
1262985300.0,,4.0,4.7,4.7,
1262987100.0,,4.1,4.6,4.8,
1262988840.0,,3.8,4.6,4.6,
1262990700.0,,3.7,4.9,4.7,
1262992500.0,,3.5,4.6,4.4,
1262994240.0,,3.6,4.0,4.3,
1262996100.0,,3.4,4.2,4.7,
1262997900.0,,3.0,4.2,4.2,
1262999640.0,,3.4,4.1,4.0,
1263001500.0,,4.0,4.1,4.0,
1263003300.0,,4.1,4.2,4.0,
1263005040.0,,3.8,4.0,3.8,
1263006900.0,,3.5,4.0,3.5,
1263008700.0,,3.6,4.1,3.4,
1263010440.0,,3.7,4.0,3.9,
1263012300.0,,3.4,3.8,4.0,
1263014100.0,,3.2,3.8,3.6,
1263015840.0,,3.3,3.8,3.9,
1263017700.0,,3.5,4.1,4.3,
1263019500.0,,3.7,3.9,3.9,
1263021240.0,,3.6,3.6,4.1,
1263023100.0,,3.2,3.5,4.2,
1263024900.0,,3.0,3.3,3.1,
1263026640.0,,3.1,3.5,3.2,
1263028500.0,,3.1,3.8,3.5,
1263030300.0,,2.9,3.8,3.3,
1263032040.0,,2.7,3.6,3.6,
1263033900.0,,2.7,3.9,4.3,
1263035700.0,,2.9,3.7,4.1,
1263037440.0,,3.2,3.4,3.6,
1263039300.0,,2.9,3.4,3.4,
1263041100.0,,2.6,3.3,3.5,
1263042840.0,,2.2,2.9,3.6,
1263044700.0,,1.9,2.5,3.7,
1263046500.0,,1.8,2.7,3.8,
1263048240.0,,1.8,2.4,3.5,
1263050100.0,,1.7,2.1,3.2,
1263051900.0,,1.8,2.5,3.5,
1263053640.0,,1.6,2.4,3.6,
1263055500.0,,1.4,2.4,3.6,
1263057300.0,,1.4,2.5,3.7,
1263059040.0,,1.4,2.2,3.0,
1263060900.0,,1.6,2.4,3.0,
1263062700.0,,1.6,3.0,3.7,
1263064440.0,,1.8,2.7,3.7,
1263066300.0,,2.2,2.3,3.5,
1263068100.0,,2.2,2.3,3.2,
1263069840.0,,2.2,2.2,2.9,
1263071700.0,,2.7,2.2,3.1,
1263073500.0,,2.5,2.4,3.6,
1263075240.0,,2.1,2.3,3.5,
1263077100.0,,1.9,2.1,3.4,
1263078900.0,,2.0,1.7,2.9,
1263080640.0,,2.4,1.4,2.8,
1263082500.0,,4.1,1.6,3.0,
1263084300.0,,3.7,2.0,2.7,
1263086040.0,,3.2,2.0,2.5,
1263087900.0,,3.4,2.1,2.3,
1263089700.0,,3.4,2.0,2.2,
1263091440.0,,3.2,1.8,2.3,
1263093300.0,,2.9,2.3,2.4,
1263095100.0,,3.0,2.6,2.7,
1263096840.0,,2.6,2.5,3.4,
1263098700.0,,2.1,2.3,3.2,
1263100500.0,,2.3,2.3,2.6,
1263102240.0,,2.4,2.3,2.7,
1263104100.0,,2.6,2.6,3.0,
1263105900.0,,2.9,2.5,2.3,
1263107640.0,,2.8,2.6,2.4,
1263109500.0,,2.8,2.6,2.9,
1263111300.0,,2.9,2.7,2.6,
1263113040.0,,3.0,3.2,3.1,
1263114900.0,,2.7,3.3,3.2,
1263116700.0,,2.8,3.4,3.3,
1263118440.0,,3.0,3.5,3.8,
1263120300.0,,3.0,3.6,4.0,
1263122100.0,,3.3,3.3,3.7,
1263123840.0,,3.5,2.9,3.2,
1263125700.0,,2.7,2.8,3.1,
1263127500.0,,2.7,2.8,3.4,
1263129240.0,,2.4,2.9,3.3,
1263131100.0,,2.5,2.8,3.2,
1263132900.0,,2.5,2.8,3.3,
1263134640.0,,2.2,2.4,2.9,
1263136500.0,,2.1,2.3,2.8,
1263138300.0,,2.2,2.7,3.2,
1263140040.0,,2.2,2.8,3.3,
1263141900.0,,2.5,2.9,3.5,
1263143700.0,,3.2,3.0,4.0,
1263145440.0,,3.4,2.5,3.7,
1263147300.0,,3.4,2.8,3.6,
1263149100.0,,3.3,3.4,3.6,
1263150840.0,,3.2,3.1,3.6,
1263152700.0,,3.6,3.2,3.7,
1263154500.0,,3.6,3.4,3.3,
1263156240.0,,3.5,3.4,3.3,
1263158100.0,,3.4,3.4,3.7,
1263159900.0,,3.1,3.5,4.2,
1263161640.0,,2.7,3.9,4.0,
1263163500.0,,2.6,4.0,4.0,
1263165300.0,,,3.6,4.2,
1263167040.0,,,3.5,4.9,
1263168900.0,,2.5,3.7,5.2,
1263170700.0,,2.3,3.7,4.6,
1263172440.0,,2.3,3.1,4.3,
1263174300.0,,2.7,3.6,4.4,
1263176100.0,,2.9,4.3,4.2,
1263177840.0,,2.8,3.8,3.8,
1263179700.0,,2.8,3.5,4.0,
1263181500.0,,2.8,3.6,4.3,
1263183240.0,,3.4,3.5,4.3,
1263185100.0,,4.0,3.6,3.5,
1263186900.0,,,3.6,3.0,
1263188640.0,,,3.5,3.3,
1263190500.0,,,4.1,4.2,
1263192300.0,,,4.0,4.3,
1263194040.0,,,3.9,5.0,
1263195900.0,,,3.8,5.7,
1263197700.0,,,3.4,5.4,
1263199440.0,,,3.9,6.1,
1263201300.0,,,3.9,6.2,
1263203100.0,,,3.9,6.3,
1263204840.0,,,4.2,6.9,
1263206700.0,,,4.3,7.5,
1263208500.0,,,3.7,7.5,
1263210240.0,,,3.5,6.9,
1263212100.0,,,3.9,7.0,
1263213900.0,,,4.1,7.8,
1263215640.0,,,4.1,7.6,
1263217500.0,,,4.2,7.1,
1263219300.0,,,4.3,7.0,
1263221040.0,,,3.9,6.8,
1263222900.0,,,3.8,6.8,
1263224700.0,,,3.9,6.6,
1263226440.0,,,4.0,6.2,
1263228300.0,,,4.4,6.0,
1263230100.0,,,4.5,5.4,
1263231840.0,,,4.0,4.2,
1263233700.0,,,4.5,4.0,
1263235500.0,,,5.1,4.4,
1263237240.0,,,4.6,4.4,
1263239100.0,,,4.6,4.3,
1263240900.0,,,4.7,4.3,
1263242640.0,,,4.6,3.9,
1263244500.0,,,4.6,3.7,
1263246300.0,,,5.5,4.6,
1263248040.0,,,5.8,4.7,
1263249900.0,,,5.8,4.4,
1263251700.0,,,5.3,4.1,
1263253440.0,,,4.8,4.1,
1263255300.0,,4.1,5.2,4.3,
1263257100.0,,4.0,5.4,4.2,
1263258840.0,,4.7,5.3,4.0,
1263260700.0,,5.0,5.7,4.3,
1263262500.0,,4.8,5.7,4.6,
1263264240.0,,4.7,5.3,4.2,
1263266100.0,,4.8,5.3,3.9,
1263267900.0,,5.2,5.5,4.4,
1263269640.0,,5.3,5.4,4.8,
1263271500.0,,5.1,5.2,4.4,
1263273300.0,,5.3,5.3,4.4,
1263275040.0,,5.5,5.7,4.4,
1263276900.0,,6.0,5.5,4.6,
1263278700.0,,5.7,4.6,4.6,
1263280440.0,,5.1,3.6,4.8,
1263282300.0,,5.0,3.4,5.2,
1263284100.0,,4.8,3.3,4.8,
1263285840.0,,4.7,3.5,4.8,
1263287700.0,,4.6,4.2,5.0,
1263289500.0,,4.9,4.9,5.0,
1263291240.0,,5.0,5.2,5.4,
1263293100.0,,5.0,5.4,5.7,
1263294900.0,,5.5,5.6,5.6,
1263296640.0,,5.4,5.1,4.9,
1263298500.0,,5.1,4.7,4.6,
1263300300.0,,5.0,5.2,5.1,
1263302040.0,,4.6,5.8,5.6,
1263303900.0,,4.6,5.8,5.6,
1263305700.0,,4.8,5.6,5.2,
1263307440.0,,4.5,5.1,4.7,
1263309300.0,,4.3,5.3,4.9,
1263311100.0,,4.1,5.6,5.3,
1263312840.0,,4.4,5.6,5.6,
1263314700.0,,4.7,6.0,6.2,
1263316500.0,,5.0,6.0,6.0,
1263318240.0,,5.6,5.6,5.7,
1263320100.0,,5.3,6.5,6.5,
1263321900.0,,5.6,6.9,6.8,
1263323640.0,,6.1,6.5,6.6,
1263325500.0,,5.9,6.2,6.4,
1263327300.0,,5.6,6.0,6.3,
1263329040.0,,5.9,6.1,6.3,
1263330900.0,,6.4,6.0,6.3,
1263332700.0,,5.9,6.5,6.7,
1263334440.0,,,6.8,6.6,
1263336300.0,,,7.0,6.6,
1263338100.0,,,6.8,6.4,
1263339840.0,,,6.2,6.1,
1263341700.0,,5.4,6.3,6.0,
1263343500.0,,5.5,6.6,6.0,
1263345240.0,,6.2,6.8,6.3,
1263347100.0,,6.7,6.9,6.6,
1263348900.0,,6.9,6.9,7.1,
1263350640.0,,6.6,6.9,7.6,
1263352500.0,,6.3,7.0,7.7,
1263354300.0,,6.5,7.3,8.2,
1263356040.0,,7.2,7.9,8.2,
1263357900.0,,7.2,8.2,7.7,
1263359700.0,,7.2,8.0,7.6,
1263361440.0,,7.6,8.0,7.5,
1263363300.0,,7.8,8.7,8.0,
1263365100.0,,7.0,8.6,8.4,
1263366840.0,,6.4,7.6,8.1,
1263368700.0,,7.0,7.1,7.6,
1263370500.0,,7.6,7.5,7.3,
1263372240.0,,7.8,7.7,7.2,
1263374100.0,,7.4,7.8,7.1,
1263375900.0,,7.1,8.3,7.5,
1263377640.0,,7.9,8.8,8.0,
1263379500.0,,8.2,8.9,8.2,
1263381300.0,,8.6,8.6,8.0,
1263383040.0,,8.4,8.2,7.3,
1263384900.0,,7.7,7.9,6.8,
1263386700.0,,7.5,8.6,7.3,
1263388440.0,,,9.3,7.5,
1263390300.0,,,8.9,7.5,
1263392100.0,,,8.6,7.7,
1263393840.0,,,7.8,7.1,
1263395700.0,,,8.0,7.1,
1263397500.0,,,9.2,8.5,
1263399240.0,,,9.3,8.9,
1263401100.0,,,9.3,8.8,
1263402900.0,,,9.2,8.6,
1263404640.0,,,9.0,8.3,
1263406500.0,,,9.4,8.3,
1263408300.0,,,9.4,8.6,
1263410040.0,,,9.1,8.7,
1263411900.0,,,9.4,8.7,
1263413700.0,,,9.7,8.5,
1263415440.0,,,9.2,8.2,
1263417300.0,,,9.0,8.0,
1263419100.0,,,8.4,7.2,
1263420840.0,,,7.7,6.2,
1263422700.0,,,7.5,6.2,
1263424500.0,,,6.8,6.3,
1263426240.0,,,6.3,6.1,
1263428100.0,,4.5,6.0,5.4,
1263429900.0,,4.5,5.4,4.8,
1263431640.0,,5.0,5.5,5.3,
1263433500.0,,5.4,5.7,5.2,
1263435300.0,,5.5,6.1,5.3,
1263437040.0,,5.4,6.8,5.9,
1263438900.0,,5.0,7.1,6.3,
1263440700.0,,4.8,7.1,6.9,
1263442440.0,,4.2,5.7,7.0,
1263444300.0,,4.1,5.3,6.9,
1263446100.0,,4.9,6.4,7.4,
1263447840.0,,5.7,7.6,8.4,
1263449700.0,,7.2,8.9,9.4,
1263451500.0,,9.1,9.5,10.4,
1263453240.0,,10.2,9.8,10.3,
1263455100.0,,9.9,10.0,8.9,
1263456900.0,,9.5,10.9,8.8,
1263458640.0,,9.5,11.7,9.0,
1263460500.0,,9.3,11.5,8.9,
1263462300.0,,8.8,11.3,9.6,
1263464040.0,,8.4,11.3,10.2,
1263465900.0,,8.6,11.5,10.4,
1263467700.0,,9.3,11.6,10.5,
1263469440.0,,9.6,10.9,9.8,
1263471300.0,,9.2,10.6,9.8,
1263473100.0,,8.5,10.9,10.7,
1263474840.0,,8.4,10.5,10.4,
1263476700.0,,9.0,10.9,10.7,
1263478500.0,,9.4,11.1,11.0,
1263480240.0,,9.1,10.6,10.0,
1263482100.0,,9.0,11.2,10.3,
1263483900.0,,8.8,11.1,10.4,
1263485640.0,,8.5,10.9,10.3,
1263487500.0,,8.5,11.1,10.5,
1263489300.0,,8.2,10.4,9.6,
1263491040.0,,8.3,9.5,9.1,
1263492900.0,,8.2,9.4,9.8,
1263494700.0,,7.8,9.6,9.9,
1263496440.0,,7.3,9.2,9.7,
1263498300.0,,6.7,9.5,9.6,
1263500100.0,,6.9,9.5,9.0,
1263501840.0,,7.0,8.7,8.2,
1263503700.0,,6.9,8.7,8.0,
1263505500.0,,6.7,9.3,8.0,
1263507240.0,,6.4,9.6,7.9,
1263509100.0,,6.1,9.4,7.7,
1263510900.0,,6.5,9.8,7.9,
1263512640.0,,7.6,10.6,8.1,
1263514500.0,,8.2,10.7,8.1,
1263516300.0,,8.4,10.5,8.2,
1263518040.0,,9.0,10.3,8.1,
